t_s,ax,ay,az,gx,gy,gz,led
1.336849,-0.4741,0.2634,9.6391,0.0773,-0.0048,-0.0045,0
1.340538,-0.5267,0.2682,9.7157,0.0839,-0.0045,-0.0040,0
1.343813,-0.5746,0.3017,9.7444,0.0829,-0.0048,-0.0040,0
1.349136,-0.5315,0.3160,9.7444,0.0847,-0.0107,-0.0011,0
1.353317,-0.6273,0.2777,9.8066,0.0831,-0.0099,0.0000,0
1.356712,-0.6847,0.3256,9.7300,0.0845,-0.0125,-0.0019,0
1.359980,-0.5938,0.3112,9.7396,0.0831,-0.0048,0.0056,0
1.363604,-0.6704,0.3112,9.7492,0.0845,-0.0155,0.0099,0
1.369011,-0.6560,0.3304,9.7157,0.0826,-0.0197,0.0072,0
1.373426,-0.7087,0.3208,9.7396,0.0813,-0.0171,0.0115,0
1.377599,-0.6273,0.3687,9.7061,0.0775,-0.0171,0.0165,0
1.383223,-0.5698,0.4070,9.6726,0.0775,-0.0211,0.0155,0
1.387420,-0.5746,0.3974,9.7205,0.0706,-0.0272,0.0157,0
1.390977,-0.5938,0.3543,9.7300,0.0719,-0.0216,0.0144,0
1.394212,-0.5842,0.3926,9.7971,0.0613,-0.0256,0.0168,0
1.397495,-0.6656,0.3735,9.7492,0.0592,-0.0272,0.0266,0
1.403444,-0.6225,0.3352,9.7636,0.0570,-0.0274,0.0157,0
1.407441,-0.6369,0.3639,9.7444,0.0514,-0.0317,0.0195,0
1.410971,-0.5650,0.3783,9.7731,0.0480,-0.0304,0.0242,0
1.415794,-0.6225,0.4022,9.7061,0.0469,-0.0344,0.0216,0
1.420038,-0.6129,0.3256,9.6917,0.0408,-0.0333,0.0274,0
1.423374,-0.6416,0.3400,9.6486,0.0365,-0.0386,0.0258,0
1.426606,-0.6225,0.3352,9.6630,0.0378,-0.0333,0.0282,0
1.430842,-0.6560,0.3065,9.6582,0.0333,-0.0362,0.0266,0
1.436243,-0.6225,0.3304,9.6103,0.0328,-0.0306,0.0333,0
1.440470,-0.6512,0.3496,9.6678,0.0274,-0.0301,0.0272,0
1.444347,-0.6991,0.3831,9.7013,0.0218,-0.0338,0.0298,0
1.449466,-0.6033,0.3543,9.7540,0.0234,-0.0272,0.0344,0
1.453378,-0.5842,0.3400,9.7827,0.0147,-0.0280,0.0360,0
1.456960,-0.6560,0.3591,9.7588,0.0261,-0.0240,0.0336,0
1.460254,-0.6847,0.3687,9.8593,0.0176,-0.0224,0.0346,0
1.463397,-0.6560,0.4357,9.7923,0.0155,-0.0192,0.0336,0
1.468078,-0.6081,0.3879,9.9407,0.0144,-0.0152,0.0416,0
1.471879,-0.6512,0.3974,9.8976,0.0200,-0.0112,0.0368,0
1.475458,-0.6656,0.4262,9.9120,0.0091,-0.0043,0.0368,0
1.479197,-0.5986,0.4788,9.9503,0.0181,-0.0043,0.0381,0
1.484902,-0.5507,0.4357,9.9359,0.0141,-0.0013,0.0317,0
1.488061,-0.5698,0.4597,9.9742,0.0131,0.0011,0.0370,0
1.491300,-0.5698,0.4501,9.9790,0.0131,0.0037,0.0322,0
1.494718,-0.5459,0.4405,10.0030,0.0149,0.0072,0.0328,0
1.499695,-0.4788,0.4357,10.0269,0.0155,0.0061,0.0290,0
1.503670,-0.5363,0.4693,9.9742,0.0192,0.0115,0.0261,0
1.507075,-0.5602,0.5411,9.9503,0.0173,0.0160,0.0285,0
1.510976,-0.6129,0.4693,9.9599,0.0141,0.0157,0.0237,0
1.516110,-0.5650,0.4453,9.9311,0.0171,0.0205,0.0157,0
1.520087,-0.5124,0.4741,9.8785,0.0083,0.0187,0.0205,0
1.523548,-0.5459,0.4310,9.8402,0.0139,0.0189,0.0200,0
1.526715,-0.5746,0.4405,9.8545,0.0104,0.0250,0.0200,0
1.529857,-0.6273,0.3926,9.8593,0.0099,0.0211,0.0192,0
1.535322,-0.6081,0.4453,9.7731,0.0051,0.0274,0.0224,0
1.539073,-0.6560,0.4310,9.8162,0.0043,0.0317,0.0232,0
1.542406,-0.5507,0.3831,9.7731,0.0048,0.0314,0.0197,0
1.546325,-0.6847,0.4070,9.7396,0.0000,0.0312,0.0232,0
1.552025,-0.5890,0.4262,9.7636,-0.0032,0.0314,0.0261,0
1.555242,-0.5650,0.3831,9.6774,0.0032,0.0296,0.0261,0
1.558462,-0.5602,0.3735,9.7252,-0.0027,0.0346,0.0211,0
1.561758,-0.5124,0.3926,9.7492,0.0035,0.0325,0.0205,0
1.566836,-0.5890,0.4070,9.6582,-0.0016,0.0317,0.0203,0
1.570681,-0.5746,0.3783,9.6247,0.0013,0.0346,0.0211,0
1.574293,-0.5411,0.4549,9.7444,-0.0043,0.0250,0.0189,0
1.578729,-0.5794,0.3926,9.7205,-0.0013,0.0285,0.0112,0
1.584988,-0.4932,0.4693,9.7157,-0.0005,0.0266,0.0131,0
1.588617,-0.5459,0.3879,9.7109,0.0053,0.0298,0.0131,0
1.591892,-0.5028,0.3831,9.7636,0.0077,0.0240,0.0075,0
1.594970,-0.4980,0.4214,9.7061,0.0035,0.0338,0.0059,0
1.598419,-0.5219,0.3400,9.8210,0.0064,0.0322,0.0029,0
1.603465,-0.5219,0.3639,9.8162,0.0061,0.0304,0.0024,0
1.607351,-0.5602,0.3400,9.7875,0.0077,0.0280,0.0005,0
1.610821,-0.5171,0.3591,9.8162,0.0005,0.0312,-0.0043,0
1.615278,-0.5746,0.3543,9.7731,0.0075,0.0213,-0.0099,0
1.619129,-0.5411,0.2442,9.7731,0.0037,0.0264,-0.0080,0
1.622311,-0.5411,0.3256,9.8306,-0.0195,0.0013,-0.0179,0
1.662519,-0.6273,0.2921,9.7875,-0.0157,-0.0043,-0.0181,0
1.668227,-0.6321,0.3208,9.8019,-0.0221,-0.0019,-0.0152,0
1.671975,-0.6943,0.3448,9.8545,-0.0237,-0.0056,-0.0155,0
1.676901,-0.6656,0.3352,9.7779,-0.0296,-0.0003,-0.0091,0
1.682877,-0.5986,0.3017,9.7540,-0.0232,-0.0016,-0.0069,0
1.688436,-0.6416,0.3591,9.8019,-0.0274,-0.0043,-0.0075,0
1.691834,-0.6800,0.3974,9.7540,-0.0240,-0.0093,-0.0059,0
1.695183,-0.6464,0.4310,9.7013,-0.0312,-0.0075,-0.0077,0
1.701636,-0.6560,0.3448,9.7971,-0.0253,-0.0088,-0.0013,0
1.705149,-0.6943,0.4262,9.7923,-0.0155,-0.0109,-0.0005,0
1.708469,-0.6800,0.4549,9.7683,-0.0245,-0.0144,-0.0013,0
1.711914,-0.6033,0.4405,9.8114,-0.0195,-0.0141,-0.0021,0
1.716503,-0.6081,0.4836,9.7779,-0.0149,-0.0117,0.0024,0
1.719729,-0.5842,0.4597,9.8162,-0.0155,-0.0141,0.0027,0
1.722837,-0.6512,0.5028,9.7683,-0.0157,-0.0165,-0.0021,0
1.725916,-0.5842,0.4310,9.8545,-0.0123,-0.0147,-0.0056,0
1.729478,-0.6608,0.5171,9.8306,-0.0109,-0.0109,-0.0019,0
1.733690,-0.6033,0.4788,9.8785,-0.0061,-0.0165,-0.0019,0
1.737166,-0.6560,0.4836,9.8545,-0.0040,-0.0136,0.0024,0
1.740431,-0.5794,0.3783,9.8450,-0.0045,-0.0123,-0.0016,0
1.743764,-0.5986,0.4549,9.8785,-0.0056,-0.0109,-0.0016,0
1.748030,-0.6081,0.4357,9.9024,-0.0067,-0.0083,-0.0005,0
1.751816,-0.6704,0.4645,9.7779,-0.0061,-0.0123,0.0003,0
1.755042,-0.6560,0.4405,9.8450,-0.0045,-0.0080,0.0043,0
1.758235,-0.6273,0.4166,9.8258,0.0003,-0.0085,-0.0008,0
1.761222,-0.7039,0.4262,9.8306,-0.0024,-0.0128,0.0064,0
1.764818,-0.6991,0.3065,9.8354,-0.0061,-0.0053,0.0075,0
1.769446,-0.6752,0.4022,9.8545,-0.0021,-0.0064,0.0059,0
1.772697,-0.6847,0.3496,9.8497,-0.0016,-0.0005,0.0144,0
1.776038,-0.7326,0.3496,9.8066,-0.0024,0.0032,0.0149,0
1.780625,-0.7135,0.3448,9.7971,0.0003,0.0016,0.0173,0
1.784352,-0.6895,0.3448,9.7731,-0.0040,0.0045,0.0232,0
1.787552,-0.6943,0.3591,9.7492,-0.0043,-0.0005,0.0258,0
1.790640,-0.7087,0.3783,9.7827,-0.0027,0.0024,0.0256,0
1.794283,-0.6752,0.3879,9.8114,-0.0011,0.0024,0.0258,0
1.798706,-0.6800,0.4310,9.8114,-0.0067,0.0003,0.0261,0
1.802063,-0.6369,0.4262,9.8066,-0.0024,-0.0024,0.0282,0
1.805126,-0.6512,0.4070,9.7779,-0.0016,-0.0005,0.0312,0
1.808485,-0.5938,0.5411,9.7827,-0.0008,-0.0032,0.0320,0
1.813535,-0.6129,0.4884,9.7348,0.0061,-0.0011,0.0266,0
1.818144,-0.6321,0.4741,9.7827,0.0091,0.0011,0.0234,0
1.821589,-0.5698,0.4501,9.7779,0.0061,-0.0005,0.0272,0
1.824713,-0.6033,0.4549,9.7252,0.0075,0.0037,0.0317,0
1.827652,-0.5698,0.4262,9.7396,0.0099,0.0075,0.0285,0
1.830686,-0.6081,0.3926,9.6965,0.0176,0.0064,0.0290,0
1.835561,-0.6225,0.3639,9.7157,0.0072,0.0141,0.0301,0
1.838858,-0.6321,0.3591,9.6869,0.0160,0.0131,0.0258,0
1.841948,-0.6081,0.3543,9.6917,0.0157,0.0112,0.0309,0
1.845539,-0.6416,0.3496,9.6678,0.0163,0.0221,0.0304,0
1.850828,-0.6225,0.2586,9.7061,0.0173,0.0242,0.0317,0
1.853979,-0.6225,0.3112,9.7683,0.0144,0.0229,0.0328,0
1.857189,-0.6704,0.2634,9.7396,0.0189,0.0280,0.0296,0
1.860282,-0.5650,0.2490,9.8019,0.0112,0.0248,0.0317,0
1.863310,-0.5986,0.2634,9.7683,0.0128,0.0245,0.0253,0
1.868517,-0.5890,0.2538,9.8066,0.0168,0.0211,0.0229,0
1.871777,-0.5842,0.2059,9.8019,0.0149,0.0211,0.0261,0
1.874984,-0.4884,0.2586,9.8785,0.0104,0.0147,0.0181,0
1.879517,-0.5411,0.2394,9.9216,0.0171,0.0168,0.0203,0
1.884104,-0.5890,0.2538,9.8881,0.0144,0.0101,0.0173,0
1.887687,-0.5267,0.3017,9.9024,0.0141,0.0109,0.0115,0
1.891510,-0.6081,0.3160,9.9120,0.0141,0.0075,0.0104,0
1.894827,-0.5842,0.2634,9.9790,0.0237,0.0069,0.0139,0
1.898373,-0.5938,0.2921,9.9647,0.0213,0.0069,0.0112,0
1.902360,-0.5986,0.3256,9.9695,0.0224,0.0064,0.0123,0
1.905647,-0.6321,0.3735,9.9838,0.0274,0.0075,0.0155,0
1.908787,-0.6800,0.3496,9.9647,0.0258,0.0048,0.0133,0
1.914165,-0.6895,0.4262,9.9838,0.0288,0.0051,0.0187,0
1.918064,-0.7183,0.3831,9.9695,0.0285,0.0072,0.0176,0
1.921424,-0.7087,0.3783,9.9503,0.0266,0.0059,0.0184,0
1.924651,-0.6752,0.3879,9.9838,0.0304,0.0021,0.0242,0
1.927620,-0.7326,0.4070,9.9503,0.0258,0.0016,0.0240,0
1.932121,-0.6704,0.4214,9.9264,0.0290,0.0013,0.0280,0
1.935702,-0.6177,0.4262,9.8785,0.0298,0.0053,0.0338,0
1.938885,-0.6895,0.4645,9.8210,0.0330,0.0075,0.0336,0
1.942488,-0.6225,0.3879,9.9024,0.0349,0.0072,0.0314,0
1.947001,-0.5698,0.3926,9.8019,0.0298,0.0107,0.0360,0
1.950923,-0.5890,0.4357,9.8162,0.0301,0.0120,0.0304,0
1.954071,-0.5794,0.4357,9.8306,0.0312,0.0160,0.0344,0
1.957448,-0.5555,0.3879,9.8258,0.0312,0.0157,0.0274,0
1.960459,-0.5363,0.5171,9.8210,0.0354,0.0232,0.0298,0
1.964172,-0.5315,0.4070,9.8258,0.0333,0.0224,0.0272,0
1.968933,-0.4693,0.4118,9.7827,0.0381,0.0250,0.0165,0
1.972020,-0.4214,0.4836,9.8066,0.0344,0.0237,0.0120,0
1.975175,-0.4645,0.3974,9.8354,0.0304,0.0368,0.0107,0
1.980094,-0.4980,0.3783,9.7971,0.0322,0.0378,0.0045,0
1.984170,-0.5076,0.3926,9.8402,0.0296,0.0368,0.0043,0
1.987274,-0.5267,0.3017,9.8306,0.0264,0.0360,-0.0032,0
1.990562,-0.5076,0.4118,9.8593,0.0282,0.0386,-0.0003,0
1.993531,-0.4693,0.4166,9.7923,0.0277,0.0373,-0.0075,0
1.996738,-0.6608,0.3400,9.8162,0.0195,0.0429,-0.0120,0
2.001097,-0.6512,0.2586,9.9647,0.0211,0.0448,-0.0040,0
2.004317,-0.5794,0.3112,9.8833,0.0173,0.0536,-0.0083,0
2.007468,-0.6704,0.3352,9.8737,0.0181,0.0552,-0.0043,0
2.011736,-0.7709,0.2921,9.8545,0.0203,0.0621,0.0027,0
2.015916,-0.6943,0.2825,9.9120,0.0213,0.0637,0.0021,0
2.019112,-0.6225,0.2921,9.8689,0.0208,0.0711,0.0067,0
2.022338,-0.7230,0.3496,9.8402,0.0184,0.0685,0.0064,0
2.025460,-0.6177,0.3831,9.8066,0.0213,0.0663,0.0061,0
2.028456,-0.5794,0.3448,9.7827,0.0141,0.0637,0.0112,0
2.032857,-0.6512,0.3879,9.8114,0.0157,0.0624,0.0107,0
2.036621,-0.6560,0.3831,9.7636,0.0072,0.0634,0.0107,0
2.039726,-0.6081,0.4166,9.7205,0.0101,0.0624,0.0104,0
2.043034,-0.5986,0.3065,9.8210,0.0048,0.0584,0.0141,0
2.047139,-0.6464,0.4453,9.8210,-0.0003,0.0642,0.0144,0
2.051083,-0.6225,0.4166,9.7588,0.0003,0.0576,0.0181,0
2.054151,-0.6321,0.3400,9.7779,-0.0029,0.0573,0.0149,0
2.057485,-0.6991,0.3543,9.7492,-0.0035,0.0605,0.0157,0
2.060449,-0.6656,0.4501,9.8066,-0.0088,0.0618,0.0195,0
2.065749,-0.6943,0.3974,9.8162,-0.0064,0.0642,0.0232,0
2.069100,-0.6895,0.4357,9.7875,-0.0067,0.0645,0.0200,0
2.072277,-0.6225,0.3304,9.7492,-0.0107,0.0645,0.0250,0
2.075712,-0.6512,0.3591,9.7731,-0.0147,0.0661,0.0237,0
2.080352,-0.6847,0.4405,9.8019,-0.0147,0.0650,0.0282,0
2.084131,-0.5794,0.3783,9.7588,-0.0085,0.0610,0.0229,0
2.087796,-0.5602,0.4262,9.7540,-0.0160,0.0653,0.0261,0
2.091204,-0.5842,0.4645,9.7588,-0.0149,0.0578,0.0277,0
2.094164,-0.5698,0.4549,9.7971,-0.0139,0.0552,0.0269,0
2.097786,-0.4501,0.4310,9.8258,-0.0115,0.0549,0.0208,0
2.102253,-0.5363,0.4453,9.8162,-0.0075,0.0504,0.0237,0
2.105475,-0.4788,0.4741,9.8354,-0.0048,0.0501,0.0229,0
2.108640,-0.4788,0.4980,9.8114,-0.0123,0.0498,0.0192,0
2.113776,-0.4118,0.4453,9.8162,-0.0080,0.0429,0.0173,0
2.117904,-0.4932,0.4597,9.8785,-0.0075,0.0453,0.0165,0
2.121082,-0.4980,0.4501,9.8737,-0.0051,0.0362,0.0141,0
2.124339,-0.5171,0.4310,9.8354,-0.0005,0.0400,0.0061,0
2.127296,-0.5028,0.4118,9.8737,-0.0021,0.0360,0.0035,0
2.130952,-0.5124,0.4166,9.8928,-0.0027,0.0408,-0.0013,0
2.135499,-0.5171,0.3974,9.8833,0.0005,0.0376,0.0005,0
2.138614,-0.5507,0.3735,9.8737,-0.0008,0.0378,0.0069,0
2.141895,-0.5602,0.4310,9.9551,0.0000,0.0322,-0.0032,0
2.146984,-0.5842,0.3543,9.8976,-0.0011,0.0288,0.0000,0
2.150934,-0.5315,0.3926,9.9216,0.0043,0.0338,0.0021,0
2.154024,-0.5986,0.4262,9.9216,-0.0016,0.0264,-0.0013,0
2.157207,-0.5650,0.3783,9.8785,0.0072,0.0226,-0.0075,0
2.160155,-0.5938,0.3831,9.8545,0.0053,0.0211,-0.0021,0
2.163523,-0.6081,0.4022,9.8593,0.0080,0.0197,-0.0040,0
2.167587,-0.6129,0.3879,9.7923,0.0123,0.0187,-0.0045,0
2.170913,-0.5794,0.4405,9.7827,0.0080,0.0136,-0.0040,0
2.174096,-0.6416,0.3831,9.8258,0.0117,0.0125,-0.0016,0
2.178132,-0.5698,0.3974,9.7396,0.0133,0.0061,-0.0013,0
2.182508,-0.5698,0.3400,9.7252,0.0128,0.0056,-0.0005,0
2.185827,-0.5507,0.3639,9.7157,0.0080,0.0056,-0.0083,0
2.189272,-0.5459,0.3543,9.6917,0.0107,0.0003,-0.0024,0
2.192443,-0.5986,0.3017,9.7492,0.0152,-0.0003,-0.0024,0
2.195525,-0.5315,0.3160,9.7061,0.0064,-0.0067,-0.0032,0
2.200240,-0.5411,0.2825,9.7300,0.0112,-0.0048,-0.0072,0
2.203409,-0.5842,0.3160,9.7252,0.0123,-0.0115,-0.0080,0
2.206543,-0.6081,0.3112,9.7205,0.0149,-0.0101,-0.0043,0
2.209806,-0.6512,0.3017,9.7827,0.0179,-0.0171,-0.0091,0
2.213981,-0.6273,0.3496,9.7827,0.0128,-0.0234,-0.0072,0
2.217838,-0.5890,0.3208,9.8450,0.0173,-0.0256,-0.0077,0
2.220987,-0.6321,0.3448,9.7779,0.0176,-0.0264,-0.0064,0
2.224307,-0.5842,0.3831,9.7875,0.0192,-0.0328,-0.0061,0
2.227316,-0.6512,0.3352,9.8450,0.0131,-0.0325,-0.0059,0
2.231033,-0.6560,0.3687,9.8689,0.0165,-0.0440,0.0000,0
2.235501,-0.6321,0.4214,9.8881,0.0163,-0.0445,-0.0027,0
2.238691,-0.6321,0.4070,9.9216,0.0197,-0.0456,-0.0075,0
2.242376,-0.5746,0.4453,9.8354,0.0224,-0.0496,-0.0080,0
2.246836,-0.5986,0.4262,9.9264,0.0179,-0.0557,-0.0112,0
2.250736,-0.5315,0.4357,9.8928,0.0232,-0.0570,-0.0104,0
2.253943,-0.6081,0.4310,9.8976,0.0221,-0.0584,-0.0096,0
2.257173,-0.6273,0.4501,9.8881,0.0298,-0.0634,-0.0115,0
2.260132,-0.6369,0.4693,9.9024,0.0266,-0.0671,-0.0131,0
2.263651,-0.5650,0.4836,9.8019,0.0226,-0.0642,-0.0115,0
2.268722,-0.6321,0.4549,9.8976,0.0258,-0.0725,-0.0136,0
2.271824,-0.6129,0.4645,9.8881,0.0264,-0.0666,-0.0117,0
2.275497,-0.6512,0.4597,9.8162,0.0213,-0.0703,-0.0107,0
2.279983,-0.7135,0.4022,9.8114,0.0179,-0.0730,-0.0104,0
2.283889,-0.7230,0.3974,9.8497,0.0216,-0.0706,-0.0080,0
2.287198,-0.7278,0.4118,9.7779,0.0157,-0.0815,-0.0013,0
2.290663,-0.6895,0.3735,9.8114,0.0128,-0.0783,-0.0011,0
2.294166,-0.7278,0.3974,9.7636,0.0051,-0.0837,-0.0003,0
2.298718,-0.7709,0.3304,9.7300,0.0021,-0.0821,0.0027,0
2.302122,-0.7709,0.3735,9.7636,0.0011,-0.0829,0.0107,0
2.305219,-0.7278,0.4022,9.7205,-0.0035,-0.0818,0.0128,0
2.308530,-0.7422,0.3448,9.6965,-0.0109,-0.0882,0.0147,0
2.313876,-0.7757,0.3639,9.6007,-0.0240,-0.0818,0.0195,0
2.317993,-0.7374,0.3352,9.6438,-0.0211,-0.0839,0.0245,0
2.321237,-0.7183,0.3783,9.5912,-0.0285,-0.0858,0.0261,0
2.324471,-0.7039,0.3639,9.5529,-0.0309,-0.0850,0.0272,0
2.327458,-0.7039,0.3352,9.5816,-0.0445,-0.0855,0.0312,0
2.330979,-0.7135,0.3400,9.5002,-0.0472,-0.0813,0.0314,0
2.335480,-0.6656,0.3591,9.5768,-0.0469,-0.0799,0.0344,0
2.338646,-0.7278,0.3496,9.5672,-0.0461,-0.0815,0.0320,0
2.341830,-0.6464,0.3400,9.5624,-0.0621,-0.0757,0.0298,0
2.347048,-0.6273,0.3735,9.4763,-0.0568,-0.0679,0.0317,0
2.351078,-0.5938,0.3926,9.4667,-0.0544,-0.0674,0.0349,0
2.354252,-0.6464,0.3687,9.4858,-0.0570,-0.0634,0.0250,0
2.357418,-0.6321,0.3879,9.5193,-0.0565,-0.0632,0.0258,0
2.360372,-0.5986,0.3400,9.5146,-0.0594,-0.0594,0.0211,0
2.364959,-0.6225,0.3543,9.5529,-0.0621,-0.0506,0.0242,0
2.368457,-0.6321,0.3783,9.5146,-0.0578,-0.0488,0.0197,0
2.371527,-0.6464,0.3687,9.5289,-0.0608,-0.0485,0.0216,0
2.374656,-0.6512,0.3735,9.4284,-0.0530,-0.0421,0.0144,0
2.379673,-0.5890,0.3735,9.5193,-0.0472,-0.0432,0.0149,0
2.383852,-0.6129,0.4214,9.6151,-0.0474,-0.0402,0.0109,0
2.387380,-0.5315,0.3974,9.5672,-0.0445,-0.0416,0.0075,0
2.390759,-0.5986,0.4597,9.5529,-0.0448,-0.0306,0.0064,0
2.393958,-0.5650,0.4405,9.5864,-0.0402,-0.0312,0.0021,0
2.398874,-0.5459,0.4549,9.6007,-0.0381,-0.0250,-0.0011,0
2.402243,-0.5076,0.4070,9.6486,-0.0338,-0.0253,-0.0059,0
2.405471,-0.5746,0.5171,9.6438,-0.0269,-0.0208,-0.0037,0
2.408849,-0.5650,0.5746,9.6678,-0.0322,-0.0147,-0.0099,0
2.413141,-0.5315,0.5315,9.6103,-0.0248,-0.0005,-0.0179,0
2.417039,-0.5890,0.4788,9.6343,-0.0192,0.0021,-0.0149,0
2.420043,-0.5363,0.4788,9.6438,-0.0237,0.0069,-0.0192,0
2.423468,-0.5650,0.5028,9.6534,-0.0165,0.0147,-0.0224,0
2.426438,-0.5842,0.4980,9.6774,-0.0187,0.0195,-0.0261,0
2.429645,-0.4645,0.4645,9.7013,-0.0099,0.0314,-0.0338,0
2.434048,-0.5219,0.5507,9.7157,-0.0093,0.0264,-0.0338,0
2.437214,-0.5219,0.4980,9.6822,-0.0059,0.0368,-0.0400,0
2.440460,-0.5267,0.4645,9.7252,-0.0005,0.0368,-0.0392,0
2.444648,-0.5698,0.4741,9.6869,0.0027,0.0546,-0.0472,0
2.448930,-0.5028,0.4357,9.7157,0.0109,0.0578,-0.0496,0
2.452084,-0.5602,0.4980,9.7636,0.0109,0.0565,-0.0522,0
2.455459,-0.6560,0.4405,9.7252,0.0104,0.0624,-0.0552,0
2.458503,-0.5746,0.4453,9.7348,0.0123,0.0682,-0.0560,0
2.461569,-0.5890,0.3974,9.7540,0.0128,0.0725,-0.0616,0
2.466683,-0.5794,0.3400,9.7109,0.0179,0.0733,-0.0602,0
2.469877,-0.6704,0.3783,9.7731,0.0165,0.0829,-0.0594,0
2.472929,-0.6416,0.3448,9.7252,0.0226,0.0834,-0.0581,0
2.476557,-0.6369,0.3448,9.6822,0.0197,0.0799,-0.0578,0
2.482033,-0.7326,0.3926,9.7252,0.0181,0.0903,-0.0597,0
2.485358,-0.7470,0.3543,9.6343,0.0203,0.0973,-0.0506,0
2.493750,-0.7422,0.3400,9.6774,0.0181,0.0957,-0.0480,0
2.498651,-0.6895,0.4310,9.6630,0.0149,0.0919,-0.0461,0
2.502703,-0.7183,0.3639,9.6774,0.0131,0.0949,-0.0357,0
2.506287,-0.7661,0.4022,9.7157,0.0144,0.0933,-0.0336,0
2.510066,-0.7326,0.4453,9.6486,0.0099,0.0951,-0.0234,0
2.515757,-0.7518,0.5124,9.7252,0.0029,0.0882,-0.0229,0
2.519047,-0.7614,0.4693,9.7827,0.0107,0.0895,-0.0203,0
2.522436,-0.7374,0.4501,9.7109,0.0093,0.0911,-0.0152,0
2.525525,-0.8188,0.4214,9.7492,0.0061,0.0895,-0.0141,0
2.528609,-0.7614,0.5219,9.7540,0.0061,0.0877,-0.0048,0
2.533721,-0.7566,0.5315,9.7923,0.0099,0.0842,-0.0016,0
2.536910,-0.7470,0.4741,9.7348,0.0064,0.0789,0.0011,0
2.540033,-0.7661,0.5315,9.7731,0.0133,0.0743,0.0155,0
2.544522,-0.6991,0.4788,9.6438,0.0099,0.0703,0.0168,0
2.548761,-0.7422,0.5315,9.7588,0.0144,0.0709,0.0179,0
2.551921,-0.7039,0.5076,9.6247,0.0149,0.0629,0.0248,0
2.555110,-0.6656,0.5076,9.6917,0.0104,0.0653,0.0253,0
2.558208,-0.6847,0.4884,9.7300,0.0144,0.0642,0.0261,0
2.561193,-0.6560,0.5363,9.7157,0.0216,0.0586,0.0261,0
2.565497,-0.6273,0.5267,9.7252,0.0253,0.0562,0.0298,0
2.569184,-0.6225,0.4836,9.7205,0.0229,0.0469,0.0293,0
2.572408,-0.6464,0.4884,9.7061,0.0320,0.0490,0.0274,0
2.575644,-0.5459,0.4980,9.6391,0.0312,0.0450,0.0293,0
2.579871,-0.5746,0.4741,9.6630,0.0389,0.0394,0.0330,0
2.583715,-0.5794,0.4741,9.6678,0.0424,0.0386,0.0362,0
2.587006,-0.5986,0.4166,9.6774,0.0482,0.0402,0.0293,0
2.590262,-0.5842,0.4836,9.6486,0.0482,0.0333,0.0346,0
2.593243,-0.5794,0.4788,9.6295,0.0472,0.0328,0.0272,0
2.596771,-0.6033,0.4501,9.6774,0.0514,0.0234,0.0320,0
2.600953,-0.5986,0.3783,9.5768,0.0562,0.0216,0.0277,0
2.604844,-0.5602,0.4214,9.6007,0.0528,0.0218,0.0304,0
2.608748,-0.5650,0.4166,9.5816,0.0586,0.0189,0.0314,0
2.613029,-0.5555,0.3735,9.4715,0.0565,0.0093,0.0280,0
2.616948,-0.5363,0.3831,9.4571,0.0536,0.0040,0.0229,0
2.620296,-0.6033,0.3496,9.4332,0.0544,0.0037,0.0229,0
2.623566,-0.5602,0.3352,9.4188,0.0416,-0.0035,0.0248,0
2.626550,-0.5411,0.3400,9.3901,0.0509,-0.0091,0.0250,0
2.629865,-0.6369,0.2825,9.2943,0.0413,-0.0181,0.0256,0
2.633997,-0.5746,0.2682,9.2512,0.0333,-0.0160,0.0248,0
2.637264,-0.6464,0.2586,9.1842,0.0317,-0.0253,0.0248,0
2.640450,-0.6512,0.1867,9.1219,0.0157,-0.0304,0.0304,0
2.644448,-0.6369,0.1293,9.0644,0.0091,-0.0368,0.0298,0
2.648585,-0.6560,0.0670,8.9208,0.0005,-0.0426,0.0312,0
2.651790,-0.7230,0.1053,8.9016,-0.0056,-0.0544,0.0354,0
2.655281,-0.7805,0.0383,8.7819,-0.0115,-0.0554,0.0405,0
2.658324,-0.7230,0.0335,8.6622,-0.0216,-0.0637,0.0424,0
2.661411,-0.6608,0.0239,8.5425,-0.0349,-0.0698,0.0477,0
2.666470,-0.6800,-0.0048,8.3318,-0.0424,-0.0871,0.0541,0
2.669644,-0.6752,0.0144,8.1211,-0.0466,-0.0911,0.0578,0
2.672726,-0.6512,0.0814,8.0445,-0.0621,-0.0973,0.0645,0
2.676363,-0.4932,0.1580,7.7285,-0.0679,-0.1202,0.0560,0
2.681942,-0.3543,0.1484,7.3310,-0.0600,-0.1396,0.0512,0
2.685169,-0.3352,0.1724,7.0725,-0.0637,-0.1460,0.0514,0
2.688434,-0.2777,0.2059,6.8426,-0.0592,-0.1689,0.0413,0
2.691493,-0.3208,0.1724,6.5601,-0.0554,-0.1820,0.0349,0
2.694486,-0.4741,0.0383,6.4117,-0.0381,-0.1927,0.0325,0
2.698759,-0.3160,-0.0048,5.9616,-0.0115,-0.2044,0.0298,0
2.702176,-0.1963,0.0431,5.6024,0.0099,-0.2180,0.0277,0
2.705467,-0.1963,0.1724,5.1284,0.0389,-0.2238,0.0229,0
2.708926,-0.1580,0.1772,4.5633,0.0893,-0.2262,0.0184,0
2.713248,0.3256,0.8332,3.1220,0.1274,-0.2443,0.0091,0
