t_s,ax,ay,az,gx,gy,gz,led
0.302058,-0.6225,0.3639,9.7492,0.0160,0.0045,0.0141,0
0.305248,-0.5746,0.4118,9.7300,0.0163,0.0000,0.0181,0
0.308378,-0.5602,0.4405,9.7779,0.0205,0.0080,0.0173,0
0.311850,-0.6273,0.4310,9.6822,0.0213,0.0213,0.0104,0
0.317239,-0.5650,0.4405,9.7779,0.0226,0.0232,0.0109,0
0.320510,-0.5698,0.3448,9.7492,0.0208,0.0242,0.0104,0
0.323854,-0.6273,0.3591,9.7348,0.0298,0.0301,0.0147,0
0.326918,-0.6033,0.3208,9.7636,0.0250,0.0338,0.0107,0
0.329841,-0.5746,0.3448,9.7444,0.0314,0.0405,0.0109,0
0.334112,-0.5507,0.3687,9.7588,0.0298,0.0450,0.0120,0
0.337516,-0.5746,0.3208,9.7348,0.0320,0.0490,0.0083,0
0.340692,-0.5459,0.3208,9.7971,0.0285,0.0538,0.0080,0
0.344111,-0.5746,0.2586,9.7348,0.0344,0.0533,0.0059,0
0.348671,-0.5028,0.2969,9.7013,0.0280,0.0589,0.0069,0
0.352468,-0.5602,0.2634,9.7396,0.0368,0.0541,0.0011,0
0.355712,-0.5698,0.2251,9.7779,0.0277,0.0578,0.0021,0
0.359020,-0.5363,0.2203,9.7061,0.0282,0.0573,0.0011,0
0.361991,-0.5938,0.2729,9.7157,0.0269,0.0592,0.0016,0
0.365747,-0.6416,0.2634,9.7540,0.0293,0.0520,-0.0024,0
0.370382,-0.6752,0.2155,9.7157,0.0266,0.0533,0.0013,0
0.373550,-0.6081,0.2538,9.7348,0.0232,0.0522,0.0003,0
0.376730,-0.6943,0.2777,9.7061,0.0248,0.0546,0.0029,0
0.381877,-0.6656,0.2059,9.8019,0.0165,0.0538,0.0043,0
0.385646,-0.6943,0.2011,9.7636,0.0144,0.0565,0.0115,0
0.388944,-0.7518,0.1820,9.7205,0.0085,0.0624,0.0101,0
0.392152,-0.7135,0.1676,9.6965,0.0053,0.0666,0.0128,0
0.395551,-0.6608,0.1867,9.7779,0.0080,0.0640,0.0200,0
0.399615,-0.6704,0.1293,9.7252,-0.0013,0.0727,0.0211,0
0.404124,-0.6752,0.1580,9.7492,-0.0029,0.0743,0.0258,0
0.407259,-0.6416,0.1006,9.7540,-0.0040,0.0690,0.0290,0
0.410274,-0.6416,0.0910,9.7923,-0.0104,0.0693,0.0280,0
0.414404,-0.6321,0.1053,9.7252,-0.0165,0.0703,0.0338,0
0.419311,-0.6177,0.0862,9.7109,-0.0197,0.0703,0.0298,0
0.422434,-0.6369,0.1053,9.7348,-0.0221,0.0693,0.0288,0
0.425708,-0.5698,0.1245,9.7157,-0.0229,0.0640,0.0328,0
0.428679,-0.5124,0.1006,9.6822,-0.0261,0.0616,0.0320,0
0.431927,-0.5650,0.0670,9.6486,-0.0330,0.0584,0.0298,0
0.436526,-0.5219,0.1437,9.6534,-0.0357,0.0490,0.0266,0
0.439737,-0.5842,0.1197,9.6151,-0.0322,0.0509,0.0269,0
0.442956,-0.4836,0.1101,9.6534,-0.0344,0.0445,0.0218,0
0.446750,-0.5650,0.1341,9.5768,-0.0378,0.0437,0.0258,0
0.450959,-0.5507,0.1245,9.6582,-0.0410,0.0381,0.0224,0
0.454143,-0.6081,0.0958,9.5912,-0.0405,0.0365,0.0205,0
0.457453,-0.5411,0.1389,9.6678,-0.0397,0.0338,0.0253,0
0.460534,-0.5938,0.1963,9.6295,-0.0424,0.0346,0.0218,0
0.463536,-0.5555,0.0910,9.6822,-0.0370,0.0232,0.0163,0
0.468851,-0.5986,0.1867,9.7109,-0.0437,0.0266,0.0226,0
0.471996,-0.5411,0.1149,9.7109,-0.0416,0.0192,0.0189,0
0.475126,-0.5028,0.1532,9.7109,-0.0346,0.0184,0.0152,0
0.478557,-0.5746,0.0958,9.7588,-0.0349,0.0109,0.0173,0
0.484365,-0.5986,0.1437,9.8354,-0.0336,0.0080,0.0221,0
0.487630,-0.5267,0.1580,9.8497,-0.0293,0.0072,0.0165,0
0.491042,-0.5602,0.1724,9.8689,-0.0341,-0.0013,0.0184,0
0.494055,-0.5650,0.2011,9.9072,-0.0306,-0.0016,0.0141,0
0.497104,-0.4597,0.1772,9.8976,-0.0293,-0.0075,0.0149,0
0.502093,-0.5219,0.1437,9.9503,-0.0272,-0.0037,0.0112,0
0.505397,-0.5650,0.1628,9.9455,-0.0293,-0.0064,0.0125,0
0.508516,-0.5124,0.2251,9.8976,-0.0269,-0.0077,0.0107,0
0.512989,-0.5555,0.2011,9.9024,-0.0234,-0.0136,0.0067,0
0.517157,-0.5363,0.1867,9.9072,-0.0232,-0.0155,0.0064,0
0.520430,-0.5219,0.2203,9.8976,-0.0232,-0.0109,0.0027,0
0.523847,-0.5459,0.2251,9.8785,-0.0226,-0.0133,0.0019,0
0.526903,-0.5507,0.2538,9.8833,-0.0272,-0.0147,0.0029,0
0.530025,-0.5842,0.1867,9.8785,-0.0280,-0.0152,0.0016,0
0.535221,-0.5028,0.2729,9.8450,-0.0181,-0.0165,0.0005,0
0.538488,-0.6129,0.2251,9.8641,-0.0237,-0.0128,-0.0024,0
0.541705,-0.5507,0.2298,9.8354,-0.0171,-0.0120,0.0005,0
0.545079,-0.6129,0.2346,9.8114,-0.0197,-0.0176,-0.0037,0
0.550678,-0.5698,0.2634,9.8306,-0.0168,-0.0133,-0.0077,0
0.554256,-0.5219,0.2729,9.7588,-0.0203,-0.0131,-0.0104,0
0.557680,-0.5602,0.2538,9.8402,-0.0155,-0.0181,-0.0147,0
0.560661,-0.5698,0.2490,9.7683,-0.0128,-0.0179,-0.0115,0
0.563715,-0.5219,0.2682,9.7827,-0.0176,-0.0192,-0.0120,0
0.568433,-0.4884,0.2634,9.8641,-0.0051,-0.0189,-0.0128,0
0.571585,-0.5219,0.2155,9.8545,-0.0075,-0.0197,-0.0168,0
0.574757,-0.5507,0.2634,9.8066,-0.0077,-0.0200,-0.0200,0
0.578278,-0.6033,0.2394,9.7971,-0.0029,-0.0200,-0.0208,0
0.583747,-0.5076,0.1772,9.8210,-0.0035,-0.0133,-0.0269,0
0.587107,-0.5315,0.2011,9.8354,-0.0035,-0.0141,-0.0256,0
0.590440,-0.5411,0.2107,9.8114,0.0032,-0.0205,-0.0229,0
0.593460,-0.4836,0.1532,9.8545,-0.0003,-0.0218,-0.0229,0
0.596447,-0.6225,0.1437,9.8306,-0.0011,-0.0181,-0.0285,0
0.600599,-0.5507,0.1341,9.7923,0.0043,-0.0144,-0.0304,0
0.603965,-0.5267,0.1437,9.8450,0.0005,-0.0107,-0.0336,0
0.607132,-0.5315,0.1341,9.8162,-0.0048,-0.0112,-0.0325,0
0.610451,-0.6560,0.1149,9.9072,-0.0064,-0.0131,-0.0322,0
0.614772,-0.5938,0.0670,9.8545,-0.0064,-0.0059,-0.0354,0
0.618746,-0.6033,0.1341,9.8019,-0.0048,-0.0048,-0.0341,0
0.622015,-0.6512,0.1484,9.8737,-0.0109,-0.0048,-0.0312,0
0.625280,-0.6560,0.1293,9.8928,-0.0117,0.0005,-0.0285,0
0.628284,-0.6416,0.0862,9.8114,-0.0083,0.0024,-0.0282,0
0.632108,-0.6369,0.0910,9.9311,-0.0109,0.0032,-0.0285,0
0.635869,-0.6464,0.0766,9.8785,-0.0083,0.0037,-0.0211,0
0.639117,-0.6512,0.1245,9.8976,-0.0147,0.0024,-0.0218,0
0.642235,-0.7183,0.1389,9.9024,-0.0083,0.0077,-0.0184,0
0.646337,-0.6560,0.1867,9.8833,-0.0128,0.0072,-0.0131,0
0.650535,-0.7566,0.1772,9.9072,-0.0128,0.0125,-0.0099,0
0.653807,-0.6560,0.1915,9.8928,-0.0133,0.0125,-0.0099,0
0.657046,-0.6943,0.2155,9.8641,-0.0128,0.0096,-0.0075,0
0.660061,-0.6656,0.1915,9.9264,-0.0093,0.0139,-0.0091,0
0.663126,-0.6800,0.1820,9.9551,-0.0091,0.0160,-0.0016,0
0.667466,-0.6752,0.1772,9.9072,-0.0056,0.0163,-0.0021,0
0.670853,-0.6895,0.2155,9.9359,-0.0053,0.0216,0.0035,0
0.674144,-0.6800,0.2490,9.8545,-0.0083,0.0234,0.0053,0
0.677351,-0.6512,0.1963,9.8545,-0.0024,0.0293,0.0040,0
0.681774,-0.6752,0.2059,9.8641,-0.0024,0.0344,0.0091,0
0.685631,-0.6416,0.2011,9.7923,-0.0067,0.0370,0.0083,0
0.688946,-0.6464,0.2298,9.8354,-0.0069,0.0453,0.0123,0
0.692298,-0.6177,0.1389,9.8354,0.0003,0.0474,0.0144,0
0.695260,-0.6847,0.1437,9.8976,-0.0035,0.0610,0.0125,0
0.700385,-0.6369,0.1867,9.8258,-0.0027,0.0576,0.0216,0
0.703738,-0.6512,0.1676,9.8641,0.0056,0.0640,0.0200,0
0.706933,-0.6656,0.1915,9.8497,0.0008,0.0701,0.0221,0
0.710286,-0.6273,0.1437,9.8497,0.0040,0.0746,0.0192,0
0.714689,-0.6656,0.1484,9.8833,0.0024,0.0794,0.0258,0
0.718623,-0.6464,0.1293,9.8689,-0.0040,0.0842,0.0280,0
0.721881,-0.6177,0.1820,9.8641,0.0072,0.0807,0.0264,0
0.725087,-0.6512,0.1724,9.8258,0.0064,0.0842,0.0298,0
0.728042,-0.6800,0.1293,9.8066,0.0088,0.0885,0.0312,0
0.731967,-0.6464,0.1628,9.8785,0.0136,0.0831,0.0381,0
0.740412,-0.6081,0.1532,9.8737,0.0141,0.0898,0.0370,0
0.743740,-0.6177,0.1772,9.8928,0.0197,0.0919,0.0360,0
0.748034,-0.5507,0.2490,9.9216,0.0163,0.0909,0.0360,0
0.751997,-0.5938,0.2538,9.8976,0.0163,0.0965,0.0360,0
0.755222,-0.5746,0.2442,9.9072,0.0213,0.0994,0.0312,0
0.759111,-0.5698,0.2777,9.9216,0.0234,0.0962,0.0360,0
0.762168,-0.6177,0.2107,9.9934,0.0258,0.0930,0.0349,0
0.766708,-0.5842,0.2682,9.9599,0.0314,0.0949,0.0344,0
0.770074,-0.5890,0.2346,9.9359,0.0282,0.0954,0.0362,0
0.773148,-0.6273,0.2586,10.0269,0.0330,0.0954,0.0365,0
0.776476,-0.5938,0.2586,9.9455,0.0320,0.0965,0.0368,0
0.781327,-0.5842,0.2682,10.0126,0.0389,0.0949,0.0400,0
0.784960,-0.5890,0.2586,9.9934,0.0408,0.0970,0.0408,0
0.787986,-0.6081,0.2729,9.9551,0.0448,0.0975,0.0376,0
0.791021,-0.6177,0.2298,9.9982,0.0485,0.0949,0.0352,0
0.794483,-0.5650,0.2298,9.9264,0.0472,0.0925,0.0394,0
0.798250,-0.5267,0.3112,9.9599,0.0568,0.0911,0.0402,0
0.802853,-0.5507,0.2346,9.9311,0.0536,0.0954,0.0386,0
0.805964,-0.5507,0.2394,9.8497,0.0522,0.0949,0.0362,0
0.809048,-0.5746,0.2298,9.8785,0.0517,0.0882,0.0322,0
0.812891,-0.5650,0.1772,9.8785,0.0538,0.0871,0.0330,0
0.817061,-0.5315,0.2107,9.8593,0.0557,0.0871,0.0336,0
0.820339,-0.5698,0.1245,9.8402,0.0517,0.0829,0.0344,0
0.823651,-0.5315,0.1437,9.8737,0.0504,0.0855,0.0325,0
0.826741,-0.5363,0.1101,9.8881,0.0568,0.0783,0.0304,0
0.829810,-0.5555,0.0862,9.8019,0.0490,0.0815,0.0304,0
0.833948,-0.5171,0.1149,9.8306,0.0517,0.0757,0.0296,0
0.837303,-0.5411,0.0479,9.7061,0.0496,0.0759,0.0309,0
0.840482,-0.5315,0.0144,9.7252,0.0469,0.0650,0.0306,0
0.843664,-0.5028,0.1101,9.7061,0.0453,0.0663,0.0277,0
0.849572,-0.4884,0.0766,9.6630,0.0456,0.0592,0.0288,0
0.853409,-0.4645,0.0383,9.6391,0.0416,0.0570,0.0298,0
0.856919,-0.5315,0.0766,9.6199,0.0386,0.0544,0.0234,0
0.860131,-0.5363,0.1341,9.6917,0.0442,0.0522,0.0266,0
0.863291,-0.5507,0.0622,9.6678,0.0450,0.0496,0.0237,0
0.867785,-0.5794,0.1245,9.6438,0.0424,0.0480,0.0248,0
0.871548,-0.5555,0.0718,9.6869,0.0413,0.0384,0.0312,0
0.874970,-0.5555,0.1197,9.7157,0.0360,0.0373,0.0248,0
0.878387,-0.5842,0.1628,9.7300,0.0336,0.0328,0.0298,0
0.883402,-0.6129,0.1484,9.7875,0.0317,0.0266,0.0290,0
0.887358,-0.5794,0.1628,9.7827,0.0328,0.0258,0.0352,0
0.890829,-0.5986,0.1101,9.8258,0.0333,0.0211,0.0325,0
0.894027,-0.5698,0.1437,9.8258,0.0258,0.0173,0.0309,0
0.897116,-0.5507,0.1820,9.9072,0.0274,0.0104,0.0317,0
0.901783,-0.5938,0.1341,9.9216,0.0173,0.0037,0.0365,0
0.905533,-0.4980,0.1820,9.8641,0.0218,-0.0019,0.0344,0
0.908848,-0.6273,0.1580,9.9072,0.0234,-0.0048,0.0338,0
0.912545,-0.4980,0.2346,9.8881,0.0203,-0.0173,0.0354,0
0.918549,-0.5411,0.1963,9.9264,0.0205,-0.0179,0.0362,0
0.922011,-0.5315,0.1676,9.9168,0.0205,-0.0264,0.0365,0
0.925459,-0.5459,0.1341,9.9407,0.0152,-0.0293,0.0357,0
0.928572,-0.5698,0.2203,9.9216,0.0093,-0.0320,0.0360,0
0.931838,-0.5555,0.1149,9.9647,0.0203,-0.0397,0.0314,0
0.936735,-0.5076,0.1628,9.9359,0.0125,-0.0472,0.0317,0
0.940450,-0.5124,0.1532,9.8593,0.0165,-0.0504,0.0290,0
0.943764,-0.4741,0.2251,9.9455,0.0075,-0.0496,0.0325,0
0.947544,-0.5315,0.1532,9.9311,0.0107,-0.0565,0.0309,0
0.953264,-0.5363,0.1532,9.9120,0.0147,-0.0648,0.0277,0
0.956854,-0.4836,0.1628,9.8928,0.0131,-0.0634,0.0266,0
0.960311,-0.5459,0.1963,9.9742,0.0136,-0.0714,0.0184,0
0.964721,-0.4932,0.2634,9.9407,0.0173,-0.0778,0.0179,0
0.969860,-0.5602,0.1820,9.9311,0.0173,-0.0837,0.0139,0
0.974159,-0.5267,0.2634,9.9120,0.0176,-0.0882,0.0069,0
0.977847,-0.5363,0.2586,9.9551,0.0189,-0.0885,0.0069,0
0.983399,-0.5315,0.2538,9.9407,0.0197,-0.0954,0.0077,0
0.987624,-0.5650,0.3400,9.9455,0.0224,-0.1026,0.0091,0
0.991258,-0.5842,0.2873,9.9503,0.0274,-0.1002,0.0080,0
0.994518,-0.6081,0.3065,9.9216,0.0304,-0.1026,0.0051,0
0.997810,-0.5938,0.2969,9.9072,0.0269,-0.1029,0.0088,0
1.002621,-0.6464,0.3304,9.9024,0.0248,-0.1066,0.0045,0
1.006797,-0.6225,0.3256,9.9024,0.0285,-0.1114,0.0101,0
1.010287,-0.5938,0.3496,9.9072,0.0304,-0.1074,0.0075,0
1.015490,-0.6560,0.3208,9.9216,0.0253,-0.1066,0.0112,0
1.019693,-0.6560,0.2921,9.8737,0.0296,-0.1037,0.0160,0
1.023015,-0.6177,0.3304,9.8689,0.0312,-0.0999,0.0136,0
1.026281,-0.6752,0.3065,9.8689,0.0298,-0.1055,0.0181,0
1.030617,-0.5986,0.2682,9.8785,0.0298,-0.0999,0.0160,0
1.036032,-0.6129,0.3017,9.8354,0.0264,-0.0981,0.0152,0
1.040279,-0.6273,0.2538,9.8737,0.0261,-0.0959,0.0144,0
1.044230,-0.6129,0.2346,9.8162,0.0240,-0.0906,0.0181,0
1.050090,-0.5842,0.1772,9.8210,0.0258,-0.0861,0.0112,0
1.053887,-0.5842,0.2155,9.7779,0.0261,-0.0853,0.0088,0
1.057473,-0.6177,0.1772,9.7875,0.0226,-0.0775,0.0093,0
1.060617,-0.5602,0.1915,9.7636,0.0248,-0.0727,0.0115,0
1.063841,-0.6273,0.1867,9.7396,0.0216,-0.0722,0.0104,0
1.068969,-0.6177,0.1628,9.7779,0.0232,-0.0677,0.0077,0
1.072794,-0.6081,0.2011,9.7540,0.0224,-0.0640,0.0048,0
1.076081,-0.6464,0.1197,9.7683,0.0189,-0.0536,0.0064,0
1.079983,-0.6608,0.1820,9.7252,0.0184,-0.0501,0.0064,0
1.085709,-0.5842,0.1628,9.7252,0.0245,-0.0445,0.0075,0
1.088945,-0.6321,0.1484,9.7205,0.0208,-0.0400,0.0093,0
1.092133,-0.5890,0.2155,9.7205,0.0261,-0.0381,0.0067,0
1.095541,-0.6704,0.2346,9.6822,0.0184,-0.0440,0.0104,0
1.100667,-0.6416,0.2251,9.6822,0.0224,-0.0312,0.0075,0
1.104574,-0.5986,0.3017,9.6391,0.0160,-0.0277,0.0125,0
1.108037,-0.6033,0.3065,9.6822,0.0120,-0.0280,0.0077,0
1.111904,-0.6464,0.3017,9.6343,0.0195,-0.0266,0.0115,0
1.118109,-0.6656,0.2777,9.6199,0.0125,-0.0195,0.0115,0
1.121552,-0.6129,0.2825,9.6630,0.0149,-0.0237,0.0107,0
1.125105,-0.6560,0.3256,9.5912,0.0069,-0.0179,0.0117,0
1.128269,-0.6464,0.3352,9.6343,0.0099,-0.0157,0.0096,0
1.131579,-0.6416,0.2969,9.6869,0.0093,-0.0144,0.0109,0
1.136406,-0.6416,0.2107,9.6343,0.0045,-0.0099,0.0115,0
1.140095,-0.6033,0.2969,9.5864,0.0053,-0.0077,0.0133,0
1.143557,-0.7183,0.2969,9.6917,0.0045,-0.0088,0.0141,0
1.149688,-0.5746,0.2873,9.6678,0.0000,0.0064,0.0157,0
1.153597,-0.6847,0.2825,9.7157,-0.0019,0.0067,0.0192,0
1.156964,-0.6512,0.2011,9.7252,0.0035,0.0083,0.0112,0
1.160163,-0.6560,0.1724,9.7444,0.0008,0.0131,0.0160,0
1.163343,-0.6943,0.1580,9.7923,-0.0016,0.0192,0.0155,0
1.168960,-0.6416,0.2155,9.7588,0.0008,0.0240,0.0218,0
1.172890,-0.6560,0.1963,9.7492,-0.0056,0.0296,0.0208,0
1.176383,-0.6177,0.1676,9.8114,-0.0019,0.0330,0.0226,0
1.181350,-0.6369,0.2155,9.7827,-0.0091,0.0394,0.0229,0
1.185619,-0.6225,0.1245,9.7683,-0.0101,0.0429,0.0245,0
1.189007,-0.5794,0.2011,9.7971,-0.0117,0.0461,0.0203,0
1.192485,-0.5746,0.1867,9.7731,-0.0125,0.0528,0.0237,0
1.195584,-0.6225,0.1437,9.7636,-0.0117,0.0525,0.0200,0
1.198987,-0.5890,0.1532,9.7683,-0.0163,0.0546,0.0213,0
1.203824,-0.5698,0.2251,9.7779,-0.0200,0.0536,0.0205,0
1.207564,-0.5794,0.2298,9.7396,-0.0181,0.0560,0.0176,0
1.210836,-0.6560,0.2059,9.7779,-0.0211,0.0549,0.0171,0
1.216287,-0.5842,0.2586,9.7971,-0.0179,0.0514,0.0165,0
1.220045,-0.5315,0.2873,9.7636,-0.0213,0.0618,0.0179,0
1.223181,-0.5938,0.3208,9.8019,-0.0109,0.0605,0.0152,0
1.226311,-0.5267,0.3112,9.8210,-0.0163,0.0509,0.0131,0
1.229636,-0.5746,0.3735,9.8497,-0.0069,0.0552,0.0139,0
1.235637,-0.5650,0.3543,9.9838,-0.0085,0.0613,0.0136,0
1.239438,-0.5124,0.3400,9.9742,-0.0035,0.0597,0.0104,0
1.242771,-0.5315,0.4310,9.9934,0.0024,0.0629,0.0096,0
1.247518,-0.4788,0.3639,10.0365,0.0112,0.0552,-0.0003,0
1.251747,-0.4549,0.3496,10.0126,0.0187,0.0584,0.0021,0
1.255352,-0.4501,0.3783,10.0987,0.0211,0.0629,0.0013,0
1.258726,-0.4788,0.3783,10.0796,0.0266,0.0621,-0.0067,0
1.261855,-0.5171,0.3352,10.1706,0.0288,0.0613,-0.0029,0
1.265224,-0.5411,0.3639,10.1418,0.0408,0.0586,-0.0085,0
1.270200,-0.5698,0.3065,10.1610,0.0493,0.0584,-0.0067,0
1.274429,-0.5363,0.3831,10.1179,0.0506,0.0549,-0.0128,0
1.277935,-0.5890,0.3112,10.1035,0.0554,0.0610,-0.0115,0
1.283086,-0.6033,0.2825,10.0940,0.0549,0.0544,-0.0112,0
1.287041,-0.5938,0.3112,9.9886,0.0687,0.0576,-0.0059,0
1.290570,-0.5555,0.3783,9.9503,0.0632,0.0589,-0.0056,0
1.293825,-0.6129,0.2921,9.9407,0.0687,0.0560,-0.0005,0
1.296928,-0.6177,0.2346,9.8881,0.0671,0.0485,-0.0075,0
1.301676,-0.6369,0.3065,9.8881,0.0698,0.0469,-0.0069,0
1.305471,-0.6177,0.3304,9.8306,0.0709,0.0506,-0.0040,0
1.308797,-0.5890,0.2969,9.8450,0.0794,0.0448,-0.0024,0
1.312541,-0.5363,0.3017,9.7300,0.0791,0.0376,-0.0005,0
1.318512,-0.5938,0.2442,9.6726,0.0794,0.0282,-0.0035,0
1.321954,-0.4932,0.2394,9.7252,0.0775,0.0218,-0.0011,0
1.325432,-0.5363,0.2586,9.7396,0.0831,0.0181,-0.0024,0
1.328555,-0.5507,0.3400,9.6822,0.0807,0.0080,-0.0024,0
1.331899,-0.5890,0.2921,9.6965,0.0829,0.0051,-0.0027,0
