t_s,ax,ay,az,gx,gy,gz,led
2.839492,1.8818,0.3639,9.9982,-0.1974,0.1322,0.0738,0
2.844426,1.8627,0.3926,10.0604,-0.2097,0.1551,0.0770,0
2.847537,1.8771,0.3112,10.1083,-0.2028,0.1753,0.0818,0
2.850689,1.7765,0.3783,10.1658,-0.2065,0.2017,0.0815,0
2.855953,1.8387,0.4022,10.1754,-0.1958,0.2249,0.0805,0
2.859891,1.8435,0.4214,10.2185,-0.1972,0.2417,0.0826,0
2.862890,1.7717,0.4310,10.2089,-0.1884,0.2515,0.0855,0
2.866393,1.8100,0.4166,10.2280,-0.1863,0.2646,0.0855,0
2.869366,1.7957,0.4932,10.2520,-0.1745,0.2795,0.0887,0
2.873113,1.7813,0.4597,10.2615,-0.1609,0.2931,0.0911,0
2.877932,1.8244,0.4405,10.2951,-0.1514,0.3022,0.0895,0
2.881048,1.8004,0.5267,10.2951,-0.1378,0.3091,0.0943,0
2.884287,1.8244,0.4453,10.2089,-0.1279,0.3166,0.0943,0
2.889355,1.8627,0.4549,10.1562,-0.1026,0.3142,0.0927,0
2.893441,1.9345,0.4980,10.1466,-0.0890,0.3211,0.0935,0
2.896447,1.9345,0.5028,10.1179,-0.0839,0.3179,0.0935,0
2.899629,1.9585,0.4884,10.0940,-0.0733,0.3112,0.1007,0
2.902589,2.0255,0.5028,10.0221,-0.0578,0.3104,0.1002,0
2.905825,2.0734,0.4788,10.0556,-0.0346,0.2982,0.1029,0
2.910157,2.1069,0.5315,9.9647,-0.0253,0.2896,0.0983,0
2.913449,2.1308,0.4693,9.9024,-0.0149,0.2766,0.1005,0
2.916525,2.2218,0.4741,9.8497,-0.0059,0.2606,0.1018,0
2.920502,2.1644,0.4501,9.8928,0.0163,0.2462,0.0983,0
2.924700,2.1787,0.5028,9.7923,0.0184,0.2334,0.0981,0
2.927887,2.2314,0.4788,9.7300,0.0282,0.2172,0.0941,0
2.931058,2.2218,0.4310,9.7875,0.0296,0.2025,0.0909,0
2.934248,2.2458,0.4310,9.6822,0.0384,0.1879,0.0933,0
2.937223,2.2649,0.4884,9.6582,0.0413,0.1740,0.0901,0
2.941207,2.2410,0.4645,9.6486,0.0480,0.1474,0.0826,0
2.945320,2.2553,0.5219,9.5481,0.0536,0.1303,0.0802,0
2.948510,2.2601,0.5267,9.5529,0.0485,0.1164,0.0719,0
2.951747,2.2505,0.5171,9.5050,0.0570,0.0997,0.0698,0
2.956018,2.1739,0.5794,9.4715,0.0498,0.0775,0.0682,0
2.959830,2.2027,0.5938,9.4332,0.0469,0.0624,0.0632,0
2.962828,2.1452,0.6704,9.4140,0.0482,0.0477,0.0594,0
2.966075,2.0973,0.7374,9.3565,0.0525,0.0368,0.0536,0
2.969046,2.1117,0.7230,9.3422,0.0456,0.0240,0.0517,0
2.972118,2.0590,0.7566,9.3805,0.0400,-0.0016,0.0493,0
2.976249,2.0542,0.8188,9.3182,0.0394,-0.0115,0.0485,0
2.979548,2.0111,0.8092,9.2847,0.0354,-0.0245,0.0426,0
2.982679,2.0063,0.8571,9.2703,0.0269,-0.0312,0.0453,0
2.985807,2.0686,0.8906,9.2703,0.0301,-0.0584,0.0397,0
2.990317,2.0159,0.9481,9.2799,0.0176,-0.0727,0.0394,0
2.994205,2.0159,1.0534,9.1650,0.0216,-0.0877,0.0405,0
2.997236,2.0063,1.0534,9.2033,0.0149,-0.0997,0.0405,0
3.000520,2.0399,1.1540,9.1602,0.0125,-0.1194,0.0394,0
3.003487,2.0351,1.2115,9.1506,0.0059,-0.1319,0.0360,0
3.007898,2.0973,1.2594,9.2033,0.0056,-0.1522,0.0373,0
3.011451,2.0638,1.3168,9.1506,0.0077,-0.1612,0.0346,0
3.014549,2.0638,1.3360,9.1123,0.0024,-0.1825,0.0317,0
3.017682,2.0782,1.2833,9.1363,0.0032,-0.1937,0.0317,0
3.022770,2.0303,1.3599,9.1171,0.0008,-0.2102,0.0320,0
3.026861,2.0159,1.3934,9.1602,-0.0037,-0.2180,0.0285,0
3.029995,2.0159,1.4078,9.0932,-0.0027,-0.2294,0.0269,0
3.033365,2.0351,1.4509,9.1602,-0.0061,-0.2425,0.0274,0
3.036355,2.0446,1.4126,9.1028,-0.0107,-0.2467,0.0272,0
3.039801,1.9872,1.4413,9.1459,-0.0112,-0.2593,0.0224,0
3.044502,1.9632,1.4605,9.1506,-0.0107,-0.2659,0.0229,0
3.047579,2.0111,1.4605,9.1794,-0.0155,-0.2691,0.0187,0
3.050731,1.9537,1.4078,9.1315,-0.0155,-0.2755,0.0181,0
3.055919,1.9824,1.4557,9.1842,-0.0141,-0.2803,0.0208,0
3.059822,1.9249,1.4461,9.1075,-0.0184,-0.2825,0.0189,0
3.062819,1.9201,1.4748,9.1602,-0.0187,-0.2864,0.0234,0
3.066222,1.9106,1.4461,9.1602,-0.0139,-0.2872,0.0205,0
3.069213,1.8866,1.4509,9.1459,-0.0128,-0.2886,0.0176,0
3.072455,1.9154,1.3599,9.2033,-0.0160,-0.2854,0.0205,0
3.076742,1.9058,1.4605,9.1123,-0.0144,-0.2785,0.0163,0
3.079914,1.8675,1.3551,9.1554,-0.0131,-0.2771,0.0197,0
3.083129,1.8723,1.3312,9.1171,-0.0149,-0.2761,0.0155,0
3.087061,1.8340,1.3360,9.0980,-0.0171,-0.2689,0.0168,0
3.091003,1.8292,1.2689,9.1123,-0.0125,-0.2553,0.0139,0
3.094350,1.8292,1.2737,9.1075,-0.0181,-0.2465,0.0149,0
3.097485,1.7909,1.2785,9.1602,-0.0141,-0.2390,0.0131,0
3.100636,1.8148,1.2546,9.1267,-0.0080,-0.2316,0.0115,0
3.103591,1.7717,1.2306,9.1315,-0.0147,-0.2217,0.0123,0
3.107764,1.7669,1.1444,9.1315,-0.0168,-0.2070,0.0115,0
3.111335,1.8866,1.0870,9.1267,-0.0101,-0.1948,0.0083,0
3.114413,1.8244,1.0630,9.1219,-0.0136,-0.1873,0.0115,0
3.117595,1.8675,1.0582,9.1075,-0.0117,-0.1751,0.0131,0
3.122666,1.9968,0.9481,9.1315,-0.0128,-0.1572,0.0157,0
3.126650,1.8962,0.9385,9.1554,-0.0144,-0.1524,0.0141,0
3.129661,1.9680,0.9577,9.1985,-0.0160,-0.1407,0.0197,0
3.133077,2.0303,0.8619,9.1363,-0.0187,-0.1370,0.0171,0
3.136018,2.0877,0.8236,9.1937,-0.0203,-0.1252,0.0258,0
3.139313,2.0686,0.7566,9.1650,-0.0208,-0.1140,0.0250,0
3.144021,2.1787,0.6943,9.1075,-0.0112,-0.1061,0.0301,0
3.147330,2.2122,0.6752,9.1889,-0.0176,-0.1021,0.0325,0
3.150494,2.2553,0.7039,9.1219,-0.0213,-0.0986,0.0328,0
3.155717,2.4134,0.6416,9.1315,-0.0205,-0.0901,0.0418,0
3.159555,2.4086,0.6129,9.2129,-0.0211,-0.0869,0.0389,0
3.162571,2.4086,0.5602,9.2177,-0.0248,-0.0797,0.0448,0
3.165877,2.5235,0.5076,9.1889,-0.0242,-0.0815,0.0434,0
3.168892,2.5379,0.5076,9.2033,-0.0224,-0.0818,0.0482,0
3.172009,2.5283,0.4501,9.1650,-0.0370,-0.0698,0.0416,0
3.176470,2.6001,0.4022,9.1602,-0.0304,-0.0693,0.0450,0
3.179612,2.6480,0.3400,9.1937,-0.0386,-0.0645,0.0469,0
3.182681,2.5666,0.3783,9.2177,-0.0392,-0.0621,0.0437,0
3.186169,2.5809,0.3639,9.2799,-0.0426,-0.0605,0.0440,0
3.191842,2.6145,0.3065,9.2799,-0.0493,-0.0506,0.0482,0
3.195087,2.6097,0.3017,9.3039,-0.0506,-0.0557,0.0434,0
3.198548,2.6624,0.2825,9.3326,-0.0538,-0.0450,0.0437,0
3.202030,2.6911,0.2251,9.3182,-0.0554,-0.0424,0.0434,0
3.205379,2.6097,0.2394,9.4188,-0.0648,-0.0336,0.0450,0
3.209917,2.5905,0.1915,9.3948,-0.0655,-0.0314,0.0429,0
3.213083,2.6193,0.2921,9.4092,-0.0717,-0.0336,0.0424,0
3.216130,2.6671,0.1820,9.4379,-0.0738,-0.0245,0.0453,0
3.220611,2.6671,0.2682,9.4092,-0.0794,-0.0211,0.0410,0
3.224791,2.6863,0.2442,9.5193,-0.0802,-0.0208,0.0405,0
3.227979,2.7007,0.2969,9.5385,-0.0866,-0.0173,0.0458,0
3.231056,2.7198,0.2825,9.5289,-0.0842,-0.0160,0.0429,0
3.234252,2.7533,0.3256,9.5720,-0.0842,-0.0141,0.0442,0
3.237198,2.7198,0.3783,9.5864,-0.0855,-0.0096,0.0461,0
3.241340,2.8108,0.3974,9.6582,-0.0807,-0.0144,0.0402,0
3.244961,2.7677,0.3783,9.6965,-0.0799,-0.0144,0.0448,0
3.248105,2.8299,0.4741,9.6438,-0.0855,-0.0136,0.0488,0
3.251460,2.8156,0.5411,9.7252,-0.0815,-0.0115,0.0440,0
3.255806,2.7821,0.5938,9.6534,-0.0791,-0.0104,0.0485,0
3.259655,2.7438,0.6464,9.7300,-0.0810,-0.0109,0.0461,0
3.262626,2.7198,0.6943,9.6391,-0.0767,-0.0067,0.0469,0
3.266017,2.7246,0.7518,9.6295,-0.0714,-0.0064,0.0466,0
3.269023,2.6576,0.7374,9.6247,-0.0725,-0.0083,0.0434,0
3.272206,2.6528,0.7326,9.6055,-0.0687,-0.0019,0.0432,0
3.277043,2.6336,0.7997,9.6055,-0.0610,-0.0019,0.0416,0
3.280273,2.6145,0.7901,9.5433,-0.0695,0.0043,0.0408,0
3.283381,2.6528,0.8763,9.5337,-0.0592,0.0029,0.0381,0
3.287419,2.5283,0.8763,9.5337,-0.0578,0.0056,0.0408,0
3.291555,2.5283,0.8571,9.4906,-0.0512,0.0085,0.0373,0
3.294709,2.5331,0.8619,9.4523,-0.0552,0.0080,0.0408,0
3.297891,2.5187,0.8906,9.4427,-0.0477,0.0037,0.0400,0
3.301162,2.5235,0.9864,9.3757,-0.0488,0.0107,0.0432,0
3.304238,2.4756,0.9433,9.4284,-0.0456,0.0104,0.0432,0
3.309370,2.4852,0.9768,9.3948,-0.0376,0.0101,0.0490,0
3.312591,2.4277,0.9337,9.3374,-0.0397,0.0147,0.0514,0
3.315645,2.3942,0.9577,9.2656,-0.0397,0.0157,0.0589,0
3.319290,2.3798,0.9002,9.2751,-0.0360,0.0152,0.0634,0
3.324831,2.3798,0.9194,9.2608,-0.0389,0.0160,0.0709,0
3.328078,2.3463,0.8954,9.1937,-0.0397,0.0163,0.0738,0
3.331304,2.2793,0.8475,9.1985,-0.0440,0.0163,0.0810,0
3.334531,2.3224,0.8859,9.0740,-0.0469,0.0211,0.0855,0
3.337564,2.3176,0.8140,9.0501,-0.0434,0.0173,0.0898,0
3.342700,2.3798,0.7757,8.9783,-0.0525,0.0155,0.0954,0
3.345972,2.4038,0.7518,9.0118,-0.0520,0.0099,0.0994,0
3.349046,2.4612,0.7949,8.9256,-0.0597,0.0120,0.1007,0
3.352555,2.4565,0.7039,8.8825,-0.0709,0.0107,0.1066,0
3.358026,2.4708,0.6847,8.9064,-0.0757,0.0093,0.1045,0
3.361417,2.5953,0.6704,8.8490,-0.0831,0.0056,0.1061,0
3.364541,2.6480,0.6464,8.8585,-0.0877,0.0067,0.1026,0
3.367626,2.5953,0.7087,8.9112,-0.0938,0.0045,0.1010,0
3.370572,2.7198,0.6752,8.8442,-0.1018,-0.0003,0.0941,0
3.374535,2.7725,0.6800,8.8538,-0.1087,-0.0096,0.0933,0
3.378591,2.8491,0.6608,8.8969,-0.1191,-0.0083,0.0847,0
3.381775,2.8491,0.6656,8.8921,-0.1175,-0.0120,0.0789,0
3.385162,2.8252,0.6943,8.9399,-0.1364,-0.0226,0.0783,0
3.389571,2.8778,0.6608,8.9256,-0.1399,-0.0269,0.0626,0
3.393446,2.8635,0.7039,8.9687,-0.1495,-0.0277,0.0586,0
3.396462,2.8491,0.8045,8.9926,-0.1532,-0.0354,0.0528,0
3.399864,2.8778,0.7709,9.0261,-0.1527,-0.0376,0.0384,0
3.402862,2.8539,0.8236,9.0836,-0.1625,-0.0440,0.0314,0
3.406668,2.8299,0.8188,9.1746,-0.1676,-0.0490,0.0240,0
3.411541,2.7294,0.9337,9.2608,-0.1695,-0.0517,0.0181,0
3.414708,2.7150,0.9385,9.2991,-0.1740,-0.0549,0.0109,0
3.417892,2.7533,0.9194,9.3039,-0.1711,-0.0586,0.0080,0
3.423048,2.6288,0.9768,9.4044,-0.1721,-0.0634,0.0003,0
3.426953,2.5043,0.9242,9.4523,-0.1695,-0.0653,0.0067,0
3.430151,2.5283,0.9816,9.5433,-0.1668,-0.0711,0.0051,0
3.433545,2.4756,0.9864,9.5193,-0.1649,-0.0735,0.0035,0
3.436494,2.3176,0.8954,9.5146,-0.1609,-0.0743,0.0080,0
3.445133,2.2601,0.8284,9.6055,-0.1556,-0.0767,0.0131,0
3.448828,2.2075,0.9290,9.7013,-0.1556,-0.0674,0.0195,0
3.452166,2.2314,0.7997,9.6822,-0.1508,-0.0695,0.0232,0
3.456255,2.1596,0.8619,9.7348,-0.1516,-0.0648,0.0354,0
3.459991,2.1356,0.7326,9.7252,-0.1428,-0.0645,0.0413,0
3.462991,2.0734,0.6943,9.6343,-0.1434,-0.0661,0.0442,0
3.466572,2.1021,0.6800,9.7540,-0.1380,-0.0592,0.0480,0
3.469535,2.0638,0.7278,9.7971,-0.1396,-0.0589,0.0562,0
3.473244,2.1691,0.6800,9.8162,-0.1303,-0.0552,0.0682,0
3.478085,2.2075,0.6991,9.8162,-0.1263,-0.0562,0.0679,0
3.481192,2.2841,0.7230,9.8545,-0.1290,-0.0576,0.0799,0
3.484349,2.2889,0.6369,9.8545,-0.1191,-0.0549,0.0858,0
3.488190,2.3080,0.5315,9.7540,-0.1191,-0.0581,0.0909,0
3.492331,2.1787,0.3687,9.7636,-0.1140,-0.0565,0.0978,0
3.495589,2.1452,0.3496,9.7396,-0.1159,-0.0498,0.1034,0
3.498887,2.1356,0.3112,9.7396,-0.1180,-0.0538,0.1066,0
3.501902,2.1883,0.2825,9.7109,-0.1186,-0.0466,0.1135,0
3.505312,2.2266,0.2155,9.6391,-0.1215,-0.0424,0.1127,0
3.510125,1.8723,-0.1101,9.4427,-0.1215,-0.0325,0.1175,0
3.513700,1.6233,-0.2682,9.1123,-0.1335,-0.0157,0.1202,0
3.517052,1.9968,-0.2442,9.1363,-0.1378,-0.0149,0.1188,0
3.520899,2.1308,0.0000,9.4475,-0.1431,0.0048,0.1204,0
3.525038,2.2793,-0.1006,9.2847,-0.1399,0.0093,0.1172,0
3.528180,2.3272,-0.1293,9.2081,-0.1503,0.0155,0.1111,0
3.531386,2.4134,-0.2203,9.1842,-0.1548,0.0213,0.0973,0
3.534484,2.4086,-0.1437,9.2273,-0.1535,0.0213,0.0919,0
3.537432,2.4565,-0.1245,9.2895,-0.1572,0.0248,0.0858,0
3.541406,2.7390,-0.0910,9.1985,-0.1553,0.0320,0.0762,0
3.545056,2.6767,-0.1724,9.2560,-0.1529,0.0285,0.0701,0
3.548159,2.6432,-0.0814,9.1842,-0.1553,0.0288,0.0637,0
3.551547,2.8012,-0.0527,9.2225,-0.1484,0.0309,0.0402,0
3.555901,2.8395,-0.0814,9.3470,-0.1460,0.0261,0.0266,0
3.559785,2.6911,-0.0718,9.4284,-0.1375,0.0213,0.0187,0
3.562756,2.8347,-0.1245,9.4092,-0.1338,0.0234,0.0075,0
3.566026,2.8491,-0.1341,9.4140,-0.1295,0.0264,-0.0061,0
3.568998,2.7246,-0.0814,9.5050,-0.1244,0.0213,-0.0091,0
3.572148,2.6528,-0.1963,9.5050,-0.1143,0.0213,-0.0168,0
3.576640,2.6097,-0.2203,9.5720,-0.1039,0.0314,-0.0213,0
3.579795,2.4469,-0.2634,9.6247,-0.0989,0.0221,-0.0253,0
3.582932,2.3607,-0.2059,9.5433,-0.0903,0.0269,-0.0362,0
3.586189,2.3942,-0.2538,9.5433,-0.0770,0.0354,-0.0421,0
3.590535,2.2793,-0.3208,9.6007,-0.0663,0.0378,-0.0432,0
3.594313,2.2936,-0.3496,9.5385,-0.0685,0.0440,-0.0461,0
3.597457,2.2745,-0.3208,9.5912,-0.0557,0.0474,-0.0474,0
3.600596,2.2170,-0.3352,9.6055,-0.0450,0.0522,-0.0472,0
3.603507,2.1931,-0.3065,9.5768,-0.0320,0.0618,-0.0461,0
3.608642,2.3224,-0.2634,9.5385,-0.0216,0.0608,-0.0461,0
3.612398,2.2841,-0.1867,9.5960,-0.0168,0.0706,-0.0525,0
3.615514,2.3367,-0.2777,9.6055,-0.0037,0.0701,-0.0618,0
3.618726,2.4229,-0.2155,9.5624,0.0013,0.0738,-0.0610,0
3.623133,2.4517,-0.2251,9.4667,0.0213,0.0754,-0.0653,0
3.627036,2.4421,-0.2538,9.4284,0.0256,0.0757,-0.0632,0
3.630082,2.5139,-0.3065,9.4715,0.0381,0.0778,-0.0695,0
3.633627,2.4852,-0.2634,9.3805,0.0418,0.0722,-0.0759,0
3.636575,2.4756,-0.2634,9.3470,0.0501,0.0749,-0.0791,0
3.639773,2.5283,-0.3304,9.1794,0.0501,0.0709,-0.0837,0
3.644284,2.5091,-0.3639,9.1075,0.0570,0.0762,-0.0863,0
3.647508,2.4804,-0.4070,9.0549,0.0608,0.0722,-0.0914,0
3.650538,2.5426,-0.4022,8.9878,0.0624,0.0703,-0.0962,0
3.653871,2.5762,-0.3974,8.9016,0.0669,0.0703,-0.0959,0
3.659024,2.5905,-0.4788,8.7819,0.0706,0.0584,-0.1039,0
3.662201,2.5905,-0.4980,8.7819,0.0637,0.0581,-0.1034,0
3.665316,2.6240,-0.5794,8.7388,0.0653,0.0506,-0.1023,0
3.668473,2.7198,-0.5363,8.6431,0.0621,0.0434,-0.1015,0
3.671443,2.6767,-0.5650,8.6191,0.0578,0.0352,-0.1034,0
3.675321,2.6815,-0.5842,8.5808,0.0589,0.0280,-0.1045,0
3.678951,2.6528,-0.5555,8.5186,0.0496,0.0213,-0.1053,0
3.682091,2.7198,-0.5698,8.4707,0.0474,0.0168,-0.1079,0
3.685283,2.7007,-0.5746,8.4467,0.0389,0.0067,-0.1069,0
3.690496,2.6671,-0.6512,8.3701,0.0338,-0.0003,-0.1066,0
3.694271,2.6384,-0.7087,8.2696,0.0232,-0.0123,-0.1119,0
3.697340,2.5522,-0.6895,8.3175,0.0144,-0.0160,-0.1085,0
3.700653,2.6480,-0.5890,8.2600,0.0000,-0.0187,-0.1172,0
3.703591,2.6480,-0.5890,8.3031,-0.0013,-0.0221,-0.1202,0
3.707112,2.6432,-0.6129,8.2456,-0.0192,-0.0312,-0.1212,0
3.711985,2.6480,-0.5602,8.3222,-0.0274,-0.0386,-0.1244,0
3.715409,2.6911,-0.4549,8.3366,-0.0352,-0.0408,-0.1276,0
3.718706,2.6384,-0.4836,8.3462,-0.0424,-0.0520,-0.1338,0
3.723372,2.7533,-0.4262,8.3366,-0.0520,-0.0520,-0.1372,0
3.727012,2.7294,-0.3496,8.3989,-0.0600,-0.0533,-0.1420,0
3.730106,2.7150,-0.3591,8.3797,-0.0685,-0.0663,-0.1431,0
3.733483,2.6959,-0.3496,8.4132,-0.0783,-0.0666,-0.1490,0
3.736515,2.7007,-0.3591,8.4180,-0.0781,-0.0693,-0.1532,0
3.739951,2.6145,-0.2777,8.4803,-0.0949,-0.0813,-0.1561,0
3.744661,2.6145,-0.2442,8.5617,-0.0967,-0.0783,-0.1543,0
3.747755,2.6193,-0.2586,8.6383,-0.0986,-0.0829,-0.1556,0
3.750930,2.6049,-0.2107,8.6766,-0.1124,-0.0831,-0.1529,0
3.756113,2.6432,-0.1484,8.7340,-0.1138,-0.0959,-0.1540,0
3.759989,2.6671,-0.1772,8.8011,-0.1188,-0.0906,-0.1537,0
3.762979,2.6288,-0.0766,8.8442,-0.1250,-0.0943,-0.1511,0
3.766174,2.6528,-0.0670,8.8729,-0.1266,-0.0949,-0.1439,0
3.769155,2.6719,-0.0287,9.0309,-0.1287,-0.1029,-0.1442,0
3.772293,2.6767,0.0096,9.1075,-0.1266,-0.1092,-0.1420,0
3.776479,2.6959,-0.0096,9.1075,-0.1290,-0.1085,-0.1434,0
3.779681,2.7581,0.0479,9.2320,-0.1316,-0.1087,-0.1319,0
3.782767,2.7725,0.0479,9.2608,-0.1292,-0.1154,-0.1348,0
3.786080,2.7342,0.0335,9.3278,-0.1263,-0.1178,-0.1298,0
3.790156,2.7725,0.0670,9.3853,-0.1348,-0.1124,-0.1231,0
3.793830,2.7916,0.0862,9.3613,-0.1298,-0.1154,-0.1260,0
3.796925,2.8491,0.0958,9.4188,-0.1308,-0.1154,-0.1231,0
3.799939,2.7294,0.0527,9.4523,-0.1295,-0.1170,-0.1231,0
3.802839,2.7342,0.0287,9.5002,-0.1322,-0.1172,-0.1191,0
3.806466,2.7007,0.0814,9.5385,-0.1335,-0.1119,-0.1151,0
3.810893,2.6815,0.0431,9.5816,-0.1306,-0.1124,-0.1116,0
3.814167,2.6767,0.0335,9.5433,-0.1327,-0.1037,-0.1108,0
3.817241,2.6624,0.0431,9.6199,-0.1356,-0.1007,-0.1034,0
3.820809,2.6480,0.0096,9.6965,-0.1418,-0.0898,-0.0954,0
3.825966,2.6863,0.0862,9.7061,-0.1378,-0.0869,-0.0935,0
3.829154,2.6911,0.1293,9.6869,-0.1479,-0.0802,-0.0885,0
3.832316,2.7677,0.0622,9.6534,-0.1396,-0.0770,-0.0885,0
3.835486,2.6767,0.1053,9.6965,-0.1471,-0.0719,-0.0834,0
3.838471,2.7533,0.1149,9.7636,-0.1420,-0.0666,-0.0765,0
3.842330,2.7821,0.0622,9.5912,-0.1439,-0.0605,-0.0751,0
3.846026,2.7629,0.0670,9.5050,-0.1500,-0.0621,-0.0733,0
3.849208,2.7916,0.1245,9.5912,-0.1471,-0.0592,-0.0645,0
3.852412,2.7677,0.0335,9.5146,-0.1537,-0.0453,-0.0626,0
3.856968,2.7581,0.2107,9.5433,-0.1537,-0.0429,-0.0671,0
3.860726,2.6480,0.3065,9.5050,-0.1529,-0.0325,-0.0602,0
3.863747,2.6001,0.2155,9.5193,-0.1522,-0.0314,-0.0586,0
3.867016,2.5570,0.2394,9.5241,-0.1535,-0.0261,-0.0592,0
3.870019,2.5235,0.3065,9.5146,-0.1452,-0.0117,-0.0594,0
3.873465,2.4612,0.3400,9.3661,-0.1455,-0.0003,-0.0554,0
3.878214,2.3703,0.3112,9.3565,-0.1442,0.0093,-0.0621,0
3.881339,2.3990,0.3448,9.2464,-0.1450,0.0250,-0.0586,0
3.884523,2.2553,0.2873,9.3087,-0.1444,0.0365,-0.0541,0
3.888379,2.1739,0.3017,9.3230,-0.1394,0.0544,-0.0528,0
3.892534,2.2027,0.3065,9.2895,-0.1340,0.0674,-0.0552,0
3.895786,2.1213,0.3160,9.2943,-0.1388,0.0807,-0.0562,0
3.899207,2.0351,0.3208,9.2751,-0.1295,0.0986,-0.0453,0
3.902360,2.0255,0.2729,9.2464,-0.1386,0.1023,-0.0352,0
3.905517,2.0734,0.2490,9.2464,-0.1306,0.1180,-0.0237,0
3.909745,2.0925,0.2155,9.3134,-0.1362,0.1258,-0.0152,0
3.912945,2.1356,0.1963,9.2608,-0.1314,0.1367,-0.0029,0
3.916059,2.1356,0.1676,9.2560,-0.1322,0.1423,0.0208,0
3.919806,2.2266,0.2394,9.2464,-0.1354,0.1511,0.0405,0
3.925392,2.3367,0.2969,9.3470,-0.1367,0.1522,0.0538,0
3.928721,2.4086,0.3112,9.3805,-0.1364,0.1577,0.0645,0
3.931879,2.5235,0.3783,9.4475,-0.1327,0.1596,0.0735,0
3.934947,2.5905,0.3783,9.3948,-0.1431,0.1593,0.0869,0
3.937993,2.7102,0.4645,9.4332,-0.1463,0.1649,0.0855,0
3.943085,2.8443,0.4262,9.4379,-0.1556,0.1703,0.0895,0
3.946387,2.9066,0.4645,9.5146,-0.1556,0.1716,0.0917,0
3.949523,3.0311,0.4645,9.5481,-0.1559,0.1799,0.0815,0
3.954188,3.0550,0.4932,9.5672,-0.1705,0.1812,0.0749,0
3.958334,3.1412,0.5124,9.6247,-0.1748,0.1841,0.0743,0
3.961560,3.1508,0.6033,9.7252,-0.1785,0.1865,0.0618,0
3.964580,3.2274,0.6177,9.7923,-0.1785,0.1823,0.0552,0
3.967956,3.1987,0.6752,9.8833,-0.1751,0.1903,0.0453,0
3.970941,3.1412,0.7326,10.0365,-0.1727,0.1860,0.0450,0
3.974842,3.0885,0.7470,10.1035,-0.1700,0.1879,0.0384,0
3.978495,3.0358,0.7183,10.1514,-0.1623,0.1823,0.0338,0
3.981628,3.0023,0.7230,10.1179,-0.1599,0.1849,0.0296,0
3.985036,2.8874,0.6847,10.2376,-0.1476,0.1884,0.0258,0
3.989429,2.7246,0.6800,10.2137,-0.1402,0.1855,0.0226,0
3.993363,2.6959,0.6656,10.2280,-0.1306,0.1903,0.0264,0
3.996392,2.6671,0.5842,10.2424,-0.1247,0.1982,0.0256,0
3.999935,2.6001,0.6081,10.2185,-0.1172,0.2004,0.0195,0
4.002994,2.5618,0.5602,10.1801,-0.1079,0.1996,0.0200,0
4.006487,2.5474,0.5602,10.1897,-0.0906,0.2132,0.0165,0
4.010897,2.5379,0.5411,10.2041,-0.0834,0.2161,0.0072,0
4.014231,2.5857,0.5315,10.2951,-0.0733,0.2262,0.0040,0
4.017363,2.5905,0.6560,10.3334,-0.0530,0.2305,-0.0067,0
4.022317,2.6193,0.6081,10.4196,-0.0330,0.2406,-0.0195,0
4.026251,2.4181,0.6177,10.4196,-0.0258,0.2531,-0.0296,0
4.029487,2.3703,0.4836,10.4148,-0.0053,0.2587,-0.0365,0
4.033248,2.2793,0.4166,10.4435,0.0069,0.2651,-0.0464,0
4.036461,2.2697,0.3687,10.4435,0.0173,0.2795,-0.0501,0
4.039584,2.2936,0.2921,10.4962,0.0370,0.2817,-0.0589,0
4.043703,2.3367,0.3065,10.5010,0.0506,0.2894,-0.0706,0
4.047045,2.4181,0.2538,10.4818,0.0621,0.2987,-0.0751,0
4.050209,2.3703,0.2586,10.5728,0.0775,0.3040,-0.0818,0
4.054631,2.4612,0.2107,10.5249,0.0991,0.3155,-0.0938,0
4.058823,2.3894,0.1006,10.5584,0.1183,0.3134,-0.0954,0
4.062059,2.3176,0.0670,10.4722,0.1239,0.3195,-0.1015,0
4.065118,2.3511,-0.0335,10.4052,0.1330,0.3277,-0.1074,0
4.068557,2.2745,-0.1628,10.3908,0.1452,0.3296,-0.1119,0
4.071605,2.3128,-0.2442,10.3717,0.1450,0.3320,-0.1172,0
4.075791,2.2601,-0.3160,10.2472,0.1468,0.3376,-0.1191,0
4.079383,2.2889,-0.4405,10.2089,0.1522,0.3424,-0.1188,0
4.082511,2.2889,-0.5507,10.0461,0.1599,0.3461,-0.1151,0
4.085962,2.3367,-0.5746,10.0126,0.1535,0.3461,-0.1196,0
4.090577,2.3415,-0.6704,9.9503,0.1527,0.3515,-0.1146,0
4.094454,2.3846,-0.6416,9.9120,0.1511,0.3507,-0.1106,0
4.097493,2.4469,-0.7039,9.8258,0.1455,0.3448,-0.1103,0
4.101002,2.5187,-0.7709,9.7636,0.1402,0.3419,-0.1122,0
4.103975,2.4565,-0.7853,9.7061,0.1332,0.3419,-0.1114,0
4.108241,2.4660,-0.8380,9.5960,0.1236,0.3376,-0.1164,0
4.111792,2.4804,-0.8571,9.5289,0.1140,0.3333,-0.1159,0
4.114883,2.3942,-0.8859,9.4858,0.1146,0.3248,-0.1140,0
4.118385,2.4325,-0.9050,9.3374,0.0959,0.3293,-0.1079,0
4.122934,2.3846,-0.9529,9.2416,0.0853,0.3187,-0.1119,0
4.126858,2.3224,-1.0439,9.1459,0.0757,0.3112,-0.1183,0
