t_s,ax,ay,az,gx,gy,gz,led
1.453761,1.8771,1.3791,8.3175,0.8623,0.1628,-0.1633,0
1.459501,2.2410,1.8866,8.6143,0.9465,0.0751,-0.1745,0
1.463108,1.7621,2.0925,8.9352,0.9926,0.0173,-0.1740,0
1.466287,1.5945,2.2745,9.1937,1.0643,-0.0472,-0.1660,0
1.469406,1.5850,2.5091,9.7157,1.1223,-0.1127,-0.1644,0
1.473510,1.3168,2.6576,10.1418,1.2193,-0.2225,-0.1524,0
1.478397,1.2115,2.9209,10.6925,1.3065,-0.3131,-0.1351,0
1.482203,1.2354,2.9353,11.3342,1.3510,-0.3680,-0.1300,0
1.485628,1.3408,2.3990,11.7843,1.4200,-0.4474,-0.1255,0
1.490165,2.0782,1.5562,12.0764,1.4871,-0.5534,-0.1410,0
1.494013,3.1556,0.5650,12.0859,1.5106,-0.6454,-0.1732,0
1.497200,3.6344,-0.4357,12.0764,1.5186,-0.7538,-0.1903,0
1.500403,4.8028,-1.8579,12.1338,1.4981,-0.8527,-0.1982,0
1.503749,5.9424,-3.7445,12.1578,1.4218,-1.0752,-0.2465,0
1.509316,5.2816,-5.3343,11.6981,1.2830,-1.3403,-0.2795,0
1.513280,5.0278,-5.6790,11.2958,1.1620,-1.5098,-0.3190,0
1.516623,4.4149,-5.7317,11.4395,1.0437,-1.6505,-0.3579,0
1.520177,3.4285,-4.9799,11.6885,0.8839,-1.8378,-0.3938,0
1.525254,2.3224,-3.7733,11.9662,0.8042,-1.9225,-0.4191,0
1.528890,1.0247,-3.1556,12.3780,0.7565,-1.9862,-0.4311,0
1.532010,0.1915,-2.5570,12.1673,0.7221,-2.0240,-0.4261,0
1.535084,0.0335,-2.1308,11.6885,0.6787,-2.0475,-0.4271,0
1.538816,-0.1963,-2.2410,11.9758,0.6512,-2.0616,-0.4199,0
1.543777,-0.4645,-1.8818,11.9662,0.6331,-2.0677,-0.4074,0
1.547562,-0.2155,-1.2546,11.6646,0.6187,-2.0510,-0.4213,0
1.550909,-0.5650,-1.3982,11.8848,0.6118,-1.9950,-0.4517,0
1.557541,-1.2354,-1.2210,11.9375,0.6158,-1.8940,-0.4940,0
1.562204,-1.2258,-1.4078,11.7364,0.6105,-1.8279,-0.5199,0
1.565997,-0.8715,-1.7286,11.9614,0.6011,-1.7626,-0.5612,0
1.569794,0.1628,-1.5562,11.9231,0.5947,-1.7035,-0.6003,0
1.573098,0.7470,-1.4796,12.0811,0.5849,-1.6467,-0.6382,0
1.577776,0.5171,-1.3072,12.3158,0.5745,-1.5969,-0.6664,0
1.581946,-0.0287,-1.2450,12.4163,0.5745,-1.5719,-0.6600,0
1.585234,-0.8428,-1.2641,12.4929,0.5676,-1.5380,-0.6041,0
1.590735,-1.9249,-1.5610,12.8569,0.5721,-1.5132,-0.4874,0
1.594886,-2.3415,-1.1301,12.5169,0.5766,-1.4935,-0.3797,0
1.598301,-2.1069,-0.7949,12.5504,0.5729,-1.4901,-0.2761,0
1.601433,-1.5658,-0.8236,12.4786,0.5801,-1.4805,-0.1772,0
1.605208,-0.9290,-0.4262,12.0524,0.5875,-1.4789,-0.0597,0
1.610286,-0.1484,-0.1006,11.8465,0.5846,-1.4626,-0.0195,0
1.614017,-0.5028,0.3926,11.6502,0.5913,-1.4349,0.0099,0
1.617351,0.2682,0.4501,11.6550,0.5790,-1.3779,0.0264,0
1.624098,0.5938,1.2402,11.7651,0.5684,-1.3187,0.0123,0
1.628093,1.1061,1.5945,11.8178,0.5508,-1.3033,0.0245,0
1.631412,2.8299,1.6520,12.2009,0.5316,-1.3027,0.0160,0
1.634885,2.7007,1.7957,12.8377,0.5271,-1.3001,0.0043,0
1.638049,2.0782,2.1356,12.7419,0.5215,-1.3155,0.0213,0
1.641841,3.5817,2.6432,12.5169,0.4807,-1.3358,0.0370,0
1.647699,3.2896,2.4948,13.1106,0.4596,-1.3635,0.0370,0
1.651079,2.9832,2.7246,13.2112,0.4423,-1.3885,0.0482,0
1.654906,3.7254,3.2178,12.7515,0.4090,-1.4112,0.0506,0
1.660792,3.2082,2.9305,12.8425,0.3901,-1.4232,0.0464,0
1.664274,3.0311,3.0071,12.8138,0.3568,-1.4296,0.0482,0
1.667783,2.9880,3.2130,12.6462,0.3094,-1.3992,0.0274,0
1.676091,2.3511,3.2130,12.7276,0.2435,-1.3475,0.0203,0
1.680327,2.2458,3.4046,12.6174,0.2033,-1.2870,0.0083,0
1.683845,1.6616,3.3854,12.6270,0.1713,-1.2433,0.0088,0
1.689354,1.1109,3.0598,12.1242,0.1178,-1.1335,0.0189,0
1.693703,1.3455,3.2992,11.8082,0.0837,-1.0709,0.0226,0
1.697171,1.4653,3.7924,11.5544,0.0562,-0.9966,0.0290,0
1.700906,1.5658,3.7781,11.4970,0.0442,-0.9585,0.0386,0
1.704121,1.9968,3.8116,11.3820,0.0381,-0.9118,0.0378,0
1.707810,2.6240,3.9744,10.9798,0.0218,-0.8540,0.0370,0
1.712758,3.1077,3.9217,10.5824,0.0104,-0.8172,0.0301,0
1.716557,3.5674,3.8642,10.6015,0.0024,-0.7975,0.0264,0
1.719817,3.7254,3.8499,10.5345,0.0064,-0.7674,0.0115,0
1.725955,3.7685,3.9840,10.2089,0.0035,-0.7490,0.0112,0
1.729713,3.6583,3.7541,10.1227,0.0064,-0.7368,0.0043,0
1.733016,3.1939,3.6488,10.1227,0.0136,-0.7240,0.0077,0
1.736511,2.9113,3.6344,10.0269,0.0258,-0.6933,0.0200,0
1.741503,2.5331,3.6057,9.7157,0.0386,-0.6544,0.0341,0
1.745428,2.2314,3.4093,9.6247,0.0421,-0.6267,0.0568,0
1.748813,2.0207,3.2705,9.4140,0.0546,-0.6017,0.0797,0
1.752656,1.8818,3.1747,9.1602,0.0640,-0.5388,0.1186,0
1.757822,1.5897,2.8730,8.8969,0.0655,-0.4826,0.1452,0
1.761943,1.6185,2.7438,8.7580,0.0711,-0.4397,0.1649,0
1.765193,1.7047,2.7438,8.5952,0.0738,-0.3877,0.1799,0
1.769493,1.7717,2.7533,8.6095,0.0757,-0.3389,0.1847,0
1.806947,3.3279,1.9345,7.4124,0.0677,0.0480,0.1591,0
1.810783,3.4381,1.6233,7.1108,0.0496,0.0887,0.1519,0
1.816065,3.4333,1.5514,7.0246,0.0301,0.1119,0.1330,0
1.821153,3.2034,1.3216,6.8857,0.0035,0.1553,0.1103,0
1.826048,3.2274,1.2450,6.8618,-0.0149,0.1759,0.1026,0
1.829868,2.9832,1.1109,6.9815,-0.0384,0.2118,0.0922,0
1.833068,2.7485,1.1349,7.1060,-0.0496,0.2326,0.0890,0
1.836049,2.7007,1.2163,7.2401,-0.0703,0.2641,0.0874,0
1.839676,2.5762,1.2402,7.5369,-0.0786,0.3174,0.0794,0
1.844207,2.3032,1.3072,7.7812,-0.0861,0.3437,0.0818,0
1.847452,2.1452,1.3455,8.0014,-0.0887,0.3840,0.0829,0
1.850513,2.0638,1.4557,8.1786,-0.0850,0.4346,0.0866,0
1.855457,2.1404,1.3360,8.2600,-0.0802,0.5028,0.0869,0
1.860849,2.5570,1.2689,8.0349,-0.0778,0.5321,0.0885,0
1.864155,2.5666,1.0199,7.9727,-0.0706,0.5654,0.0837,0
1.867432,2.5809,0.7470,7.8243,-0.0775,0.5910,0.0911,0
1.870882,2.8204,0.5363,7.6183,-0.0879,0.6209,0.0847,0
1.875018,3.0215,0.6273,7.3885,-0.0983,0.6406,0.0815,0
1.879416,3.4477,0.7422,7.4651,-0.1045,0.6542,0.0839,0
1.882927,3.6057,0.6800,7.6136,-0.1090,0.6563,0.0818,0
1.886042,3.7924,0.8236,7.7524,-0.1108,0.6707,0.0794,0
1.890855,3.6200,0.7566,7.8147,-0.1159,0.6763,0.0679,0
1.894335,3.5817,0.4070,7.9727,-0.1215,0.6859,0.0624,0
1.897364,3.3950,0.3448,8.0493,-0.1194,0.6923,0.0589,0
1.900363,3.2130,0.3543,8.1259,-0.1295,0.7101,0.0589,0
1.903380,2.9257,0.2682,7.9823,-0.1418,0.7264,0.0549,0
1.908259,3.0981,0.1053,7.8769,-0.1607,0.7456,0.0637,0
1.911767,3.2657,0.1676,7.8386,-0.1620,0.7562,0.0669,0
1.914915,3.4572,0.3017,7.8530,-0.1801,0.7525,0.0618,0
1.918694,3.7206,0.3974,7.9487,-0.2009,0.7474,0.0695,0
1.923390,3.6248,0.4836,8.1163,-0.2084,0.7453,0.0616,0
1.927059,3.6248,0.4980,8.1786,-0.2169,0.7360,0.0568,0
1.930128,3.6488,0.6033,8.2744,-0.2297,0.7376,0.0461,0
1.933591,3.4046,0.6416,8.4563,-0.2321,0.7322,0.0424,0
1.936580,3.1029,0.6991,8.6191,-0.2348,0.7290,0.0333,0
1.941030,2.8922,0.7135,8.8346,-0.2350,0.7429,0.0216,0
1.944594,2.7342,0.7805,9.0309,-0.2441,0.7512,0.0109,0
1.947751,2.6001,0.8906,9.1554,-0.2324,0.7520,0.0067,0
1.951358,2.7007,0.8571,9.2847,-0.2222,0.7586,0.0029,0
1.955821,2.5139,0.9002,9.3422,-0.2212,0.7663,-0.0109,0
1.959645,2.6432,1.0822,9.4906,-0.2148,0.7717,-0.0168,0
1.962666,2.7198,1.1349,9.6055,-0.2081,0.7658,-0.0285,0
1.966074,2.7773,1.2450,9.7444,-0.1895,0.7722,-0.0357,0
1.969142,2.8204,1.3886,9.7636,-0.1804,0.7679,-0.0482,0
1.972557,2.7821,1.4461,9.7252,-0.1537,0.7589,-0.0658,0
1.976721,2.7533,1.4126,9.8162,-0.1474,0.7506,-0.0783,0
1.979962,2.6959,1.3695,9.8737,-0.1266,0.7453,-0.0943,0
1.983046,2.4852,1.4030,9.9024,-0.1108,0.7336,-0.1023,0
1.986453,2.3415,1.3455,9.8402,-0.0957,0.7232,-0.1122,0
1.991912,1.9872,1.2019,9.8785,-0.0826,0.7178,-0.1140,0
1.995088,1.7765,1.1444,9.8258,-0.0775,0.7099,-0.1164,0
1.998125,1.6855,1.1349,9.9168,-0.0725,0.7051,-0.1124,0
2.001406,1.5802,1.0726,9.8450,-0.0669,0.6987,-0.1143,0
2.004551,1.5514,0.9960,9.8354,-0.0602,0.6976,-0.1164,0
2.009706,1.4988,0.9337,9.6486,-0.0610,0.6941,-0.1186,0
2.012961,1.5514,0.7757,9.5577,-0.0693,0.6907,-0.1242,0
2.016104,1.3743,0.6895,9.4763,-0.0807,0.6869,-0.1215,0
2.019563,1.2641,0.7949,9.5002,-0.0919,0.6835,-0.1255,0
2.025004,1.2881,0.7614,9.6534,-0.1074,0.6768,-0.1276,0
2.028251,1.1444,0.9098,9.6726,-0.1175,0.6704,-0.1244,0
2.031307,1.1636,1.0104,9.7827,-0.1247,0.6592,-0.1196,0
2.034877,1.1732,1.1253,9.8545,-0.1399,0.6483,-0.1218,0
2.038021,1.2115,1.1492,9.9551,-0.1428,0.6390,-0.1119,0
2.042109,1.3312,1.2594,10.1227,-0.1527,0.6174,-0.1100,0
2.045810,1.4509,1.4222,10.1897,-0.1601,0.5955,-0.1085,0
2.049038,1.5754,1.4988,10.2999,-0.1593,0.5780,-0.1055,0
2.052563,1.7382,1.5802,10.3813,-0.1647,0.5319,-0.1124,0
2.057020,1.7573,1.6855,10.4531,-0.1599,0.5073,-0.1098,0
2.060655,1.5562,1.6807,10.3956,-0.1721,0.4754,-0.1156,0
2.063810,1.5131,1.6472,10.4196,-0.1780,0.4546,-0.1164,0
2.067032,1.2402,1.5658,10.4196,-0.1743,0.4279,-0.1124,0
2.070311,1.1061,1.4605,10.3717,-0.1844,0.4010,-0.1018,0
2.073807,0.7949,1.4222,10.3142,-0.1966,0.3672,-0.0869,0
2.077945,0.6752,1.5993,10.3190,-0.2004,0.3483,-0.0711,0
2.081266,0.6321,1.5802,10.4674,-0.2044,0.3198,-0.0520,0
2.084363,0.5986,1.5419,10.5728,-0.2062,0.3016,-0.0389,0
2.088542,0.6512,1.5227,10.5345,-0.2196,0.2683,-0.0131,0
2.092553,0.6225,1.3551,10.4770,-0.2169,0.2459,-0.0027,0
2.095708,0.5411,1.2450,10.4483,-0.2164,0.2329,0.0112,0
2.098750,0.5124,1.1875,10.5105,-0.2270,0.2169,0.0208,0
2.101975,0.4884,1.1588,10.5058,-0.2332,0.2073,0.0261,0
2.105150,0.5507,1.2977,10.5632,-0.2374,0.1823,0.0301,0
2.110077,0.6704,1.3838,10.7164,-0.2380,0.1652,0.0322,0
2.113370,0.7230,1.4605,10.8362,-0.2300,0.1522,0.0384,0
2.116451,0.8284,1.5227,10.8170,-0.2228,0.1311,0.0413,0
2.120920,0.8811,1.5754,10.8649,-0.2118,0.1103,0.0440,0
2.125126,1.0726,1.6424,11.0277,-0.2044,0.0895,0.0453,0
2.128319,1.1827,1.6281,11.0421,-0.1852,0.0749,0.0386,0
2.131718,1.1253,1.6664,11.1091,-0.1772,0.0562,0.0333,0
2.134870,1.2067,1.5467,11.0421,-0.1671,0.0445,0.0258,0
2.138000,1.1827,1.5323,11.0756,-0.1426,0.0264,0.0232,0
2.142853,1.0965,1.4030,10.9894,-0.1284,0.0088,0.0120,0
2.146084,0.9960,1.3408,10.9176,-0.1218,0.0008,0.0043,0
2.149209,0.9337,1.2929,10.9271,-0.1135,-0.0056,0.0013,0
2.152761,0.8667,1.0678,10.8409,-0.0829,-0.0125,-0.0061,0
2.158358,0.6895,1.0343,10.7691,-0.0775,-0.0163,-0.0091,0
2.161595,0.7039,0.9673,10.7069,-0.0706,-0.0128,-0.0099,0
2.165078,0.7230,0.9577,10.5776,-0.0610,-0.0149,-0.0112,0
2.168131,0.6800,0.8763,10.5728,-0.0568,-0.0200,-0.0152,0
2.171117,0.7614,0.8284,10.5010,-0.0514,-0.0171,-0.0144,0
2.176020,0.8428,0.7518,10.3142,-0.0410,-0.0152,-0.0080,0
2.180785,0.8811,0.7422,10.2185,-0.0306,-0.0197,-0.0083,0
2.184015,0.9433,0.7183,10.1323,-0.0309,-0.0115,-0.0059,0
2.187902,0.9577,0.7518,10.0940,-0.0301,-0.0208,-0.0139,0
2.192053,1.0391,0.7614,10.0652,-0.0336,-0.0179,-0.0141,0
2.195317,1.1396,0.7470,10.0940,-0.0234,-0.0189,-0.0168,0
2.198742,1.1684,0.7518,10.1227,-0.0301,-0.0211,-0.0189,0
2.201877,1.2498,0.8763,10.0892,-0.0301,-0.0240,-0.0141,0
2.205155,1.2689,0.8523,10.0509,-0.0288,-0.0277,-0.0163,0
2.209339,1.3360,0.8811,10.0844,-0.0234,-0.0296,-0.0155,0
2.212515,1.3120,0.9098,10.0317,-0.0226,-0.0258,-0.0147,0
2.215587,1.2737,0.9002,10.0461,-0.0200,-0.0298,-0.0176,0
2.219053,1.2019,0.8571,10.0078,-0.0176,-0.0325,-0.0187,0
2.224454,1.1492,0.8571,9.9503,-0.0152,-0.0234,-0.0152,0
2.227732,1.1061,0.7901,9.9264,-0.0133,-0.0309,-0.0152,0
2.231082,1.0726,0.8045,9.9455,-0.0157,-0.0221,-0.0091,0
2.234324,1.0295,0.7901,9.9311,-0.0128,-0.0200,-0.0077,0
2.237322,1.0487,0.8045,9.9264,-0.0112,-0.0093,0.0029,0
2.242500,0.9385,0.8045,9.9120,-0.0115,-0.0019,0.0008,0
2.245725,1.0056,0.8380,9.9886,-0.0075,0.0104,0.0029,0
2.248918,0.9960,0.8045,9.9551,-0.0061,0.0141,0.0045,0
2.252417,0.9720,0.8811,10.0173,0.0059,0.0237,0.0141,0
2.257982,1.1061,1.0008,9.9886,0.0083,0.0344,0.0155,0
2.261314,1.0918,0.9816,9.9551,0.0120,0.0338,0.0144,0
2.264497,1.1971,1.0247,9.8881,0.0224,0.0362,0.0125,0
2.267668,1.1971,1.1684,9.9216,0.0298,0.0440,0.0184,0
2.270691,1.2450,1.1349,9.8785,0.0376,0.0394,0.0139,0
2.274155,1.3120,1.1779,9.8689,0.0624,0.0394,0.0165,0
2.278911,1.3599,1.2306,9.7971,0.0642,0.0405,0.0128,0
2.282133,1.3360,1.2546,9.8019,0.0765,0.0378,0.0144,0
2.285291,1.3886,1.2689,9.7157,0.0930,0.0309,0.0085,0
2.291037,1.4078,1.2689,9.5672,0.1031,0.0232,0.0115,0
2.294804,1.3120,1.2163,9.4906,0.1066,0.0149,0.0101,0
2.297924,1.3695,1.2210,9.4906,0.1188,0.0088,0.0051,0
2.301306,1.3168,1.1684,9.4810,0.1199,0.0112,0.0067,0
2.304354,1.2689,1.2306,9.4427,0.1298,0.0024,0.0093,0
2.307939,1.2977,1.1827,9.5098,0.1378,-0.0072,0.0035,0
2.312461,1.1971,1.2546,9.4763,0.1474,-0.0077,0.0019,0
2.315618,1.2498,1.2402,9.5385,0.1535,-0.0131,0.0013,0
2.319058,1.2737,1.2306,9.4763,0.1612,-0.0152,0.0053,0
2.323716,1.1588,1.2546,9.5193,0.1689,-0.0234,0.0083,0
2.327336,1.0965,1.2115,9.5481,0.1724,-0.0269,0.0115,0
2.330368,1.1349,1.2498,9.5577,0.1775,-0.0264,0.0136,0
2.333892,1.1349,1.2498,9.4810,0.1852,-0.0341,0.0109,0
2.336877,1.0918,1.2067,9.5672,0.1823,-0.0370,0.0173,0
2.341222,1.2163,1.2354,9.4954,0.1860,-0.0453,0.0160,0
2.344869,1.1827,1.2115,9.5050,0.1897,-0.0448,0.0221,0
2.347980,1.2210,1.2450,9.4858,0.1943,-0.0477,0.0245,0
2.351455,1.3072,1.1875,9.4954,0.1977,-0.0501,0.0213,0
2.355820,1.3455,1.1732,9.4427,0.1943,-0.0578,0.0160,0
2.359673,1.3072,1.1205,9.3948,0.1889,-0.0554,0.0173,0
2.362651,1.3312,1.0918,9.3757,0.1863,-0.0530,0.0157,0
2.366053,1.3455,1.1253,9.3613,0.1865,-0.0621,0.0117,0
2.369193,1.2737,1.1157,9.2895,0.1847,-0.0653,0.0115,0
2.372616,1.2881,1.0582,9.2656,0.1732,-0.0709,0.0051,0
2.376991,1.3791,0.9529,9.2416,0.1700,-0.0714,0.0027,0
2.380499,1.3599,0.9673,9.2608,0.1689,-0.0730,0.0029,0
2.383817,1.3695,0.9002,9.1123,0.1572,-0.0730,0.0048,0
2.387662,1.3838,0.9385,9.2081,0.1537,-0.0863,-0.0013,0
2.391813,1.4509,0.9529,9.1650,0.1484,-0.0826,-0.0040,0
2.395006,1.4653,0.8954,9.1363,0.1338,-0.0818,-0.0037,0
2.398106,1.4557,0.9194,9.0980,0.1322,-0.0930,-0.0061,0
2.401201,1.4413,0.8045,9.0405,0.1247,-0.0919,-0.0088,0
2.404218,1.4317,0.8667,9.0022,0.1143,-0.0999,-0.0064,0
2.409320,1.4030,0.7901,9.0214,0.1100,-0.1069,-0.0069,0
2.412527,1.4317,0.7709,9.0261,0.1050,-0.1103,-0.0056,0
2.415593,1.3551,0.7805,8.9926,0.0962,-0.1167,-0.0027,0
2.419061,1.3408,0.7566,8.9687,0.0818,-0.1172,-0.0027,0
2.424602,1.3695,0.7183,8.9830,0.0775,-0.1300,0.0024,0
2.427967,1.3551,0.7183,8.9352,0.0741,-0.1300,-0.0011,0
2.431159,1.4078,0.6608,8.8921,0.0642,-0.1343,0.0043,0
2.434348,1.4222,0.6129,8.8107,0.0541,-0.1343,0.0029,0
2.437275,1.3886,0.6416,8.8250,0.0466,-0.1418,0.0029,0
2.441173,1.5227,0.5171,8.8633,0.0269,-0.1452,-0.0029,0
2.444708,1.5706,0.5555,8.9064,0.0203,-0.1537,-0.0027,0
2.447808,1.6233,0.5555,8.9783,0.0117,-0.1625,-0.0053,0
2.451388,1.6137,0.6321,9.0309,0.0005,-0.1700,-0.0088,0
2.456053,1.7047,0.7135,9.2464,-0.0077,-0.1823,-0.0168,0
2.460370,1.6759,0.7135,9.2081,-0.0187,-0.1892,-0.0109,0
2.463470,1.6759,0.6656,9.3039,-0.0208,-0.2017,-0.0112,0
2.466822,1.5993,0.6847,9.3039,-0.0288,-0.2094,-0.0125,0
2.469847,1.5419,0.6943,9.2991,-0.0298,-0.2236,-0.0171,0
2.474134,1.5514,0.6704,9.2560,-0.0461,-0.2268,-0.0163,0
2.477814,1.4748,0.6225,9.2560,-0.0466,-0.2297,-0.0109,0
2.480996,1.3551,0.6081,9.2895,-0.0546,-0.2348,-0.0115,0
2.484315,1.3503,0.6177,9.2943,-0.0616,-0.2454,0.0003,0
2.489837,1.3695,0.5555,9.2895,-0.0690,-0.2465,0.0037,0
2.493602,1.4078,0.5507,9.3613,-0.0738,-0.2497,0.0064,0
2.496674,1.4222,0.5602,9.4044,-0.0757,-0.2523,0.0136,0
2.500070,1.4892,0.5842,9.3901,-0.0762,-0.2574,0.0160,0
2.503064,1.5371,0.5650,9.5337,-0.0829,-0.2627,0.0160,0
2.506504,1.6041,0.5124,9.4379,-0.0887,-0.2710,0.0192,0
2.511208,1.6281,0.5267,9.5193,-0.0882,-0.2713,0.0173,0
2.514358,1.6520,0.5411,9.6055,-0.0909,-0.2705,0.0165,0
2.517529,1.7286,0.5459,9.6151,-0.0906,-0.2822,0.0157,0
2.522483,1.7813,0.5363,9.6822,-0.0938,-0.2899,0.0149,0
2.526513,1.8627,0.4980,9.6534,-0.0986,-0.2942,0.0181,0
2.529558,1.8818,0.5555,9.6486,-0.0978,-0.2923,0.0112,0
2.532863,1.9393,0.4836,9.6869,-0.1015,-0.2974,0.0139,0
2.535822,1.9680,0.5411,9.6534,-0.0967,-0.3043,0.0131,0
2.538945,1.9680,0.4932,9.7109,-0.0938,-0.3126,0.0109,0
2.543685,2.0063,0.5890,9.7827,-0.0967,-0.3126,0.0107,0
2.546860,2.0255,0.5507,9.7013,-0.0967,-0.3147,0.0109,0
2.550079,2.0686,0.5890,9.7492,-0.0890,-0.3214,0.0021,0
2.553710,2.0590,0.6177,9.8114,-0.0829,-0.3309,0.0093,0
2.558855,2.0207,0.6416,9.8689,-0.0749,-0.3309,0.0123,0
2.562098,1.9920,0.6560,9.8114,-0.0685,-0.3379,0.0096,0
2.565199,1.9968,0.7374,9.9072,-0.0626,-0.3405,0.0120,0
2.568362,2.0542,0.7566,9.9216,-0.0594,-0.3491,0.0173,0
2.571414,2.0782,0.7805,9.9216,-0.0509,-0.3501,0.0149,0
2.576727,2.0638,0.8092,9.9359,-0.0341,-0.3509,0.0200,0
2.579979,2.0446,0.8667,9.9695,-0.0349,-0.3549,0.0264,0
2.583323,2.1261,0.8763,9.9072,-0.0200,-0.3571,0.0312,0
2.586990,2.0830,0.8380,9.9024,-0.0059,-0.3571,0.0306,0
2.592347,2.0734,0.8380,9.8737,0.0027,-0.3597,0.0370,0
2.595529,2.1213,0.9050,9.8114,0.0123,-0.3603,0.0333,0
2.598691,2.1739,0.9242,9.7971,0.0229,-0.3565,0.0384,0
2.601866,2.0973,0.9385,9.8545,0.0269,-0.3579,0.0378,0
2.604875,2.1548,0.9625,9.7971,0.0317,-0.3592,0.0429,0
2.610017,2.2170,0.9242,9.7683,0.0448,-0.3568,0.0453,0
2.613366,2.1979,0.9290,9.7731,0.0501,-0.3512,0.0498,0
2.616485,2.2889,1.0104,9.7731,0.0533,-0.3475,0.0498,0
2.619931,2.2170,1.0487,9.7205,0.0610,-0.3411,0.0432,0
2.625284,2.2793,1.0487,9.6917,0.0703,-0.3349,0.0512,0
2.628482,2.3703,1.0582,9.6534,0.0730,-0.3312,0.0485,0
2.631584,2.3463,1.0199,9.6343,0.0778,-0.3182,0.0541,0
2.639211,2.4038,1.0487,9.5241,0.0813,-0.3195,0.0533,0
2.643774,2.3894,1.0582,9.4523,0.0799,-0.3115,0.0578,0
2.646964,2.4421,1.0965,9.4044,0.0829,-0.3099,0.0600,0
2.650034,2.4612,1.0487,9.3948,0.0783,-0.3054,0.0621,0
2.654079,2.5091,1.1109,9.3661,0.0725,-0.3019,0.0669,0
2.658172,2.5474,1.1157,9.2991,0.0783,-0.3016,0.0666,0
2.661373,2.5905,1.0870,9.3326,0.0738,-0.2936,0.0703,0
2.664545,2.6145,1.1349,9.2273,0.0738,-0.2920,0.0789,0
2.667637,2.5857,1.0822,9.2177,0.0717,-0.2928,0.0765,0
2.670592,2.6911,1.1540,9.1746,0.0621,-0.2891,0.0762,0
2.674411,2.7054,1.1492,9.1459,0.0608,-0.2891,0.0773,0
2.678160,2.8156,1.1732,9.0405,0.0562,-0.2875,0.0725,0
2.681369,2.8587,1.1301,9.0022,0.0480,-0.2867,0.0762,0
2.684749,2.8587,1.1013,9.0166,0.0434,-0.2790,0.0754,0
2.689225,2.9018,1.1492,8.9926,0.0266,-0.2830,0.0698,0
2.693579,2.8778,1.1444,9.0070,0.0266,-0.2745,0.0669,0
2.696595,2.9353,1.2546,8.9543,0.0179,-0.2747,0.0695,0
2.699942,2.8922,1.1923,8.9495,0.0163,-0.2721,0.0687,0
2.702883,2.9257,1.2306,8.9591,0.0053,-0.2678,0.0602,0
2.706132,2.8826,1.2498,8.9399,-0.0059,-0.2699,0.0608,0
2.710562,2.9497,1.2737,9.0022,-0.0101,-0.2643,0.0597,0
2.713777,2.8970,1.2785,8.8777,-0.0184,-0.2507,0.0597,0
2.716914,2.9209,1.3168,8.9016,-0.0160,-0.2539,0.0554,0
2.720916,2.8874,1.2881,9.0022,-0.0312,-0.2499,0.0552,0
2.725071,2.8683,1.3264,8.9208,-0.0424,-0.2467,0.0530,0
2.728224,2.9066,1.3791,8.9352,-0.0416,-0.2401,0.0517,0
2.731416,2.8970,1.3838,8.9591,-0.0410,-0.2377,0.0506,0
2.734498,2.8587,1.4988,8.9974,-0.0504,-0.2345,0.0541,0
2.737414,2.9066,1.4030,8.9352,-0.0517,-0.2364,0.0469,0
2.741810,2.8491,1.4796,8.9974,-0.0493,-0.2313,0.0560,0
2.745560,2.8156,1.4653,8.9208,-0.0573,-0.2254,0.0504,0
2.748668,2.8443,1.4988,8.9974,-0.0554,-0.2180,0.0490,0
2.751893,2.8395,1.4988,9.0070,-0.0562,-0.2188,0.0533,0
2.756118,2.8252,1.4892,8.9830,-0.0608,-0.2097,0.0506,0
2.760029,2.8443,1.4509,8.9783,-0.0554,-0.2070,0.0538,0
2.763002,2.7533,1.3647,9.0022,-0.0573,-0.2100,0.0506,0
2.766294,2.7533,1.3120,8.9830,-0.0661,-0.2022,0.0554,0
2.769319,2.7342,1.4030,8.9783,-0.0642,-0.1900,0.0592,0
2.772523,2.6624,1.3024,9.0214,-0.0751,-0.1783,0.0589,0
2.776971,2.6719,1.2689,9.0740,-0.0674,-0.1740,0.0586,0
2.780205,2.6240,1.2354,9.0836,-0.0725,-0.1671,0.0576,0
2.783335,2.6671,1.1253,9.1267,-0.0775,-0.1612,0.0570,0
2.787164,2.5809,1.0918,9.1746,-0.0826,-0.1436,0.0618,0
2.791188,2.5139,1.0391,9.2129,-0.0879,-0.1322,0.0608,0
2.794550,2.5522,0.9864,9.2512,-0.0895,-0.1194,0.0632,0
2.797523,2.4708,0.9002,9.2799,-0.1010,-0.1130,0.0589,0
2.800483,2.4421,0.8523,9.3278,-0.1130,-0.0981,0.0597,0
2.803891,2.3750,0.7422,9.3613,-0.1194,-0.0810,0.0597,0
2.808217,2.2889,0.7087,9.4427,-0.1242,-0.0613,0.0600,0
2.811571,2.1979,0.6273,9.5193,-0.1343,-0.0464,0.0589,0
2.814719,2.1356,0.5890,9.5577,-0.1455,-0.0298,0.0600,0
2.818099,2.0830,0.5459,9.5624,-0.1583,-0.0024,0.0637,0
2.822463,2.1069,0.5219,9.6869,-0.1652,0.0221,0.0674,0
2.826371,1.9824,0.4262,9.7396,-0.1799,0.0389,0.0655,0
2.829404,1.9776,0.4310,9.7875,-0.1833,0.0637,0.0709,0
2.832891,1.8771,0.4405,9.8402,-0.1905,0.0861,0.0690,0
2.835894,1.8579,0.3208,9.9455,-0.1953,0.1087,0.0725,0
