frame,sensor_ts_s,t_s
218,131.982432,2.397422
219,131.999086,2.414076
220,132.015736,2.430726
221,132.032392,2.447382
222,132.049040,2.464030
223,132.065688,2.480678
224,132.082342,2.497332
225,132.098993,2.513983
226,132.115648,2.530638
227,132.132299,2.547289
228,132.148948,2.563938
229,132.165601,2.580591
230,132.182252,2.597242
231,132.198902,2.613892
232,132.215553,2.630543
233,132.232205,2.647195
234,132.248859,2.663849
235,132.265509,2.680499
236,132.282158,2.697148
237,132.298812,2.713802
238,132.315462,2.730452
239,132.332117,2.747107
240,132.348765,2.763755
241,132.365417,2.780407
242,132.382069,2.797059
243,132.398719,2.813709
244,132.415373,2.830363
245,132.432038,2.847028
246,132.448672,2.863662
247,132.465324,2.880314
248,132.481976,2.896966
249,132.498626,2.913616
250,132.515278,2.930268
251,132.531928,2.946918
252,132.548580,2.963570
253,132.565233,2.980223
254,132.581882,2.996872
255,132.598534,3.013524
256,132.615189,3.030179
257,132.631838,3.046828
258,132.648488,3.063478
259,132.665140,3.080130
260,132.681793,3.096783
261,132.698443,3.113433
262,132.715097,3.130087
263,132.731747,3.146737
264,132.748400,3.163390
265,132.765050,3.180040
266,132.781700,3.196690
267,132.798352,3.213342
268,132.815002,3.229992
269,132.831665,3.246655
270,132.848308,3.263298
271,132.864959,3.279949
272,132.881609,3.296599
273,132.898261,3.313251
274,132.914915,3.329905
275,132.931564,3.346554
276,132.948217,3.363207
277,132.964869,3.379859
278,132.981520,3.396510
279,132.998170,3.413160
280,133.014822,3.429812
281,133.031471,3.446461
282,133.048124,3.463114
283,133.064774,3.479764
284,133.081428,3.496418
285,133.098079,3.513069
286,133.114731,3.529721
287,133.131381,3.546371
288,133.148044,3.563034
289,133.164683,3.579673
290,133.181334,3.596324
291,133.197985,3.612975
292,133.214640,3.629630
293,133.231290,3.646280
294,133.247939,3.662929
295,133.264591,3.679581
296,133.281242,3.696232
297,133.297894,3.712884
298,133.314545,3.729535
299,133.331196,3.746186
300,133.347847,3.762837
301,133.364501,3.779491
302,133.381151,3.796141
303,133.397802,3.812792
304,133.414455,3.829445
305,133.431105,3.846095
306,133.447755,3.862745
307,133.464410,3.879400
308,133.481060,3.896050
309,133.497709,3.912699
310,133.514361,3.929351
311,133.531013,3.946003
312,133.547667,3.962657
313,133.564317,3.979307
314,133.580969,3.995959
315,133.597618,4.012608
316,133.614271,4.029261
317,133.630923,4.045913
318,133.647574,4.062564
319,133.664226,4.079216
320,133.680877,4.095867
321,133.697528,4.112518
322,133.714177,4.129167
323,133.730828,4.145818
324,133.747482,4.162472
325,133.764133,4.179123
326,133.780785,4.195775
327,133.797436,4.212426
328,133.814085,4.229075
329,133.830740,4.245730
330,133.847392,4.262382
331,133.864046,4.279036
332,133.880692,4.295682
333,133.897344,4.312334
334,133.913999,4.328989
335,133.930647,4.345637
336,133.947302,4.362292
337,133.963949,4.378939
338,133.980599,4.395589
339,133.997251,4.412241
340,134.013905,4.428895
341,134.030553,4.445543
342,134.047209,4.462199
343,134.063857,4.478847
344,134.080510,4.495500
345,134.097160,4.512150
346,134.113811,4.528801
347,134.130461,4.545451
348,134.147111,4.562101
349,134.163766,4.578756
350,134.180416,4.595406
351,134.197068,4.612058
352,134.213720,4.628710
353,134.230369,4.645359
354,134.247029,4.662019
355,134.263673,4.678663
356,134.280324,4.695314
357,134.296974,4.711964
358,134.313627,4.728617
359,134.330277,4.745267
360,134.346931,4.761921
361,134.363584,4.778574
362,134.380234,4.795224
363,134.396885,4.811875
364,134.413537,4.828527
365,134.430186,4.845176
366,134.446838,4.861828
367,134.463486,4.878476
368,134.480139,4.895129
369,134.496790,4.911780
370,134.513442,4.928432
371,134.530092,4.945082
372,134.546753,4.961743
373,134.563398,4.978388
374,134.580074,4.995064
375,134.596697,5.011687
376,134.613348,5.028338
377,134.630000,5.044990
378,134.646656,5.061646
379,134.663305,5.078295
380,134.679953,5.094943
381,134.696606,5.111596
382,134.713257,5.128247
383,134.729908,5.144898
384,134.746560,5.161550
385,134.763213,5.178203
386,134.779864,5.194854
387,134.796515,5.211505
388,134.813163,5.228153
389,134.829815,5.244805
390,134.846468,5.261458
391,134.863118,5.278108
392,134.879770,5.294760
393,134.896424,5.311414
394,134.913072,5.328062
395,134.929724,5.344714
396,134.946378,5.361368
397,134.963026,5.378016
398,134.979678,5.394668
399,134.996330,5.411320
400,135.012979,5.427969
401,135.029630,5.444620
402,135.046286,5.461276
403,135.062932,5.477922
404,135.079586,5.494576
405,135.096237,5.511227
406,135.112887,5.527877
407,135.129537,5.544527
408,135.146189,5.561179
409,135.162840,5.577830
410,135.179491,5.594481
411,135.196144,5.611134
412,135.212794,5.627784
413,135.229445,5.644435
414,135.246104,5.661094
415,135.262747,5.677737
416,135.279403,5.694393
417,135.296076,5.711066
418,135.312701,5.727691
419,135.329354,5.744344
420,135.346004,5.760994
421,135.362653,5.777643
422,135.379318,5.794308
423,135.395959,5.810949
424,135.412607,5.827597
425,135.429258,5.844248
426,135.445913,5.860903
427,135.462562,5.877552
428,135.479218,5.894208
429,135.495867,5.910857
430,135.512518,5.927508
431,135.529166,5.944156
432,135.545821,5.960811
433,135.562469,5.977459
434,135.579124,5.994114
435,135.595773,6.010763
436,135.612423,6.027413
437,135.629076,6.044066
438,135.645726,6.060716
439,135.662381,6.077371
440,135.679027,6.094017
441,135.695679,6.110669
442,135.712331,6.127321
443,135.728982,6.143972
444,135.745633,6.160623
445,135.762283,6.177273
446,135.778937,6.193927
447,135.795587,6.210577
448,135.812236,6.227226
449,135.828891,6.243881
450,135.845539,6.260529
451,135.862191,6.277181
452,135.878841,6.293831
453,135.895492,6.310482
454,135.912144,6.327134
455,135.928798,6.343788
456,135.945448,6.360438
457,135.962098,6.377088
458,135.978751,6.393741
459,135.995399,6.410389
460,136.012058,6.427048
461,136.028703,6.443693
462,136.045356,6.460346
463,136.062004,6.476994
464,136.078655,6.493645
465,136.095306,6.510296
466,136.111956,6.526946
467,136.128611,6.543601
468,136.145261,6.560251
469,136.161914,6.576904
470,136.178564,6.593554
471,136.195216,6.610206
472,136.211868,6.626858
473,136.228517,6.643507
474,136.245167,6.660157
475,136.261817,6.676807
476,136.278470,6.693460
477,136.295124,6.710114
478,136.311774,6.726764
479,136.328424,6.743414
480,136.345075,6.760065
481,136.361727,6.776717
482,136.378378,6.793368
483,136.395028,6.810018
484,136.411678,6.826668
485,136.428330,6.843320
486,136.444985,6.859975
487,136.461633,6.876623
488,136.478284,6.893274
489,136.494936,6.909926
490,136.511587,6.926577
491,136.528238,6.943228
492,136.544892,6.959882
493,136.561540,6.976530
494,136.578191,6.993181
495,136.594842,7.009832
496,136.611495,7.026485
497,136.628144,7.043134
498,136.644795,7.059785
499,136.661446,7.076436
500,136.678102,7.093092
501,136.694748,7.109738
502,136.711403,7.126393
503,136.728056,7.143046
504,136.744707,7.159697
505,136.761353,7.176343
506,136.778005,7.192995
507,136.794654,7.209644
508,136.811307,7.226297
509,136.827957,7.242947
510,136.844609,7.259599
511,136.861259,7.276249
512,136.877910,7.292900
513,136.894562,7.309552
514,136.911215,7.326205
515,136.927864,7.342854
516,136.944518,7.359508
517,136.961167,7.376157
518,136.977817,7.392807
519,136.994468,7.409458
520,137.011119,7.426109
521,137.027776,7.442766
522,137.044422,7.459412
523,137.061073,7.476063
524,137.077724,7.492714
525,137.094376,7.509366
526,137.111025,7.526015
527,137.127678,7.542668
528,137.144327,7.559317
529,137.160980,7.575970
530,137.177629,7.592619
531,137.194280,7.609270
532,137.210935,7.625925
533,137.227583,7.642573
534,137.244234,7.659224
535,137.260886,7.675876
536,137.277537,7.692527
537,137.294190,7.709180
538,137.310839,7.725829
539,137.327490,7.742480
540,137.344144,7.759134
541,137.360794,7.775784
542,137.377443,7.792433
543,137.394093,7.809083
544,137.410748,7.825738
545,137.427396,7.842386
546,137.444059,7.859049
547,137.460698,7.875688
548,137.477349,7.892339
549,137.493999,7.908989
550,137.510652,7.925642
551,137.527302,7.942292
552,137.543954,7.958944
553,137.560605,7.975595
554,137.577259,7.992249
555,137.593909,8.008899
556,137.610557,8.025547
557,137.627207,8.042197
558,137.643860,8.058850
559,137.660511,8.075501
560,137.677166,8.092156
561,137.693816,8.108806
562,137.710463,8.125453
563,137.727115,8.142105
564,137.743766,8.158756
565,137.760417,8.175407
566,137.777067,8.192057
567,137.793720,8.208710
568,137.810370,8.225360
569,137.827020,8.242010
570,137.843673,8.258663
571,137.860327,8.275317
572,137.876974,8.291964
573,137.893626,8.308616
574,137.910278,8.325268
575,137.926930,8.341920
576,137.943582,8.358572
577,137.960232,8.375222
578,137.976884,8.391874
579,137.993531,8.408521
580,138.010186,8.425176
581,138.026835,8.441825
582,138.043490,8.458480
583,138.060136,8.475126
584,138.076789,8.491779
585,138.093438,8.508428
586,138.110089,8.525079
587,138.126741,8.541731
588,138.143394,8.558384
589,138.160046,8.575036
590,138.176693,8.591683
591,138.193344,8.608334
592,138.209999,8.624989
593,138.226646,8.641636
594,138.243296,8.658286
595,138.259949,8.674939
596,138.276598,8.691588
597,138.293249,8.708239
598,138.309902,8.724892
599,138.326552,8.741542
600,138.343203,8.758193
601,138.359852,8.774842
602,138.376510,8.791500
603,138.393158,8.808148
604,138.409805,8.824795
605,138.426457,8.841447
606,138.443108,8.858098
607,138.459760,8.874750
608,138.476416,8.891406
609,138.493062,8.908052
610,138.509715,8.924705
611,138.526364,8.941354
612,138.543020,8.958010
613,138.559667,8.974657
614,138.576317,8.991307
615,138.592969,9.007959
616,138.609619,9.024609
617,138.626268,9.041258
618,138.642921,9.057911
619,138.659574,9.074564
620,138.676225,9.091215
621,138.692874,9.107864
622,138.709524,9.124514
623,138.726176,9.141166
624,138.742826,9.157816
625,138.759476,9.174466
626,138.776129,9.191119
627,138.792780,9.207770
628,138.809430,9.224420
629,138.826081,9.241071
630,138.842732,9.257722
631,138.859382,9.274372
632,138.876049,9.291039
633,138.892685,9.307675
634,138.909336,9.324326
635,138.925988,9.340978
636,138.942640,9.357630
637,138.959292,9.374282
638,138.975945,9.390935
639,138.992594,9.407584
640,139.009242,9.424232
641,139.025893,9.440883
642,139.042542,9.457532
643,139.059197,9.474187
644,139.075847,9.490837
645,139.092497,9.507487
646,139.109148,9.524138
647,139.125801,9.540791
648,139.142450,9.557440
649,139.159100,9.574090
650,139.175754,9.590744
651,139.192403,9.607393
652,139.209055,9.624045
653,139.225707,9.640697
654,139.242356,9.657346
655,139.259006,9.673996
656,139.275660,9.690650
657,139.292306,9.707296
658,139.308958,9.723948
659,139.325608,9.740598
660,139.342260,9.757250
661,139.358911,9.773901
662,139.375566,9.790556
663,139.392217,9.807207
664,139.408866,9.823856
665,139.425516,9.840506
666,139.442169,9.857159
667,139.458817,9.873807
668,139.475467,9.890457
669,139.492119,9.907109
670,139.508770,9.923760
671,139.525419,9.940409
672,139.542073,9.957063
673,139.558728,9.973718
674,139.575373,9.990363
